aX,aY,aZ,gX,gY,gZ
-0.009,-0.031,0.974,0.671,-0.244,-0.122
-0.005,-0.035,0.976,0.732,-0.244,0.122
0.009,-0.036,0.974,0.488,-0.977,0.305
-0.023,-0.036,0.967,-0.366,-3.601,0.061
-0.020,-0.017,0.968,-0.793,-2.686,0.122
0.008,-0.038,0.982,1.831,0.183,0.061
0.068,-0.001,0.974,1.770,-2.014,0.854
0.018,-0.016,0.967,-1.099,-1.526,4.272
-0.016,-0.061,0.986,0.549,2.136,-0.671
-0.049,-0.053,0.964,0.305,1.221,-6.897
-0.096,-0.046,0.975,-0.977,-1.892,-6.287
-0.026,-0.023,0.977,-0.671,-1.465,-1.587
-0.009,-0.035,0.969,0.916,0.854,-0.122
-0.005,-0.036,0.974,1.038,0.671,0.244
-0.011,-0.031,0.974,0.183,-0.488,0.183
-0.010,-0.030,0.971,0.244,-0.488,0.366
-0.008,-0.033,0.973,0.549,0.122,0.122
-0.010,-0.031,0.973,0.732,0.061,0.122
-0.012,-0.031,0.971,0.732,-0.244,0.000
-0.010,-0.031,0.973,0.793,0.183,0.305
-0.010,-0.031,0.972,0.977,0.305,0.305
-0.010,-0.031,0.974,1.099,0.488,0.122
-0.009,-0.031,0.973,1.160,0.488,0.183
-0.010,-0.032,0.974,1.160,0.427,0.061
-0.011,-0.033,0.973,1.038,0.366,0.000
-0.008,-0.031,0.974,0.854,0.427,0.122
-0.007,-0.034,0.975,1.038,0.549,0.122
-0.005,-0.035,0.974,0.793,0.183,0.122
-0.010,-0.032,0.972,0.549,-0.244,-0.061
-0.008,-0.031,0.972,0.549,-0.305,0.122
-0.007,-0.033,0.974,0.732,-0.183,0.000
-0.010,-0.030,0.972,0.732,-0.122,0.122
-0.008,-0.035,0.976,0.916,0.061,0.122
-0.010,-0.031,0.972,0.610,0.000,0.183
-0.008,-0.032,0.974,0.366,-0.061,0.000
-0.010,-0.033,0.975,0.366,-0.244,0.122
-0.009,-0.031,0.971,0.305,-0.427,0.122
-0.008,-0.033,0.973,0.610,-0.244,0.061
-0.008,-0.032,0.973,0.610,-0.183,0.122
-0.009,-0.033,0.974,0.549,-0.183,0.122
-0.009,-0.033,0.973,0.488,-0.183,0.061
-0.009,-0.035,0.974,0.610,-0.183,0.000
-0.008,-0.034,0.973,0.549,0.000,0.183
-0.008,-0.034,0.973,0.671,-0.183,0.122
-0.011,-0.033,0.972,0.549,-0.366,0.061
-0.003,-0.033,0.976,0.671,0.122,0.244
0.001,-0.044,0.980,0.732,-0.244,0.061
-0.019,-0.024,0.964,-1.282,-2.502,-0.061
-0.019,-0.020,0.971,-0.916,-1.282,0.122
-0.000,-0.039,0.978,1.282,1.038,0.000
-0.007,-0.035,0.971,0.610,0.000,0.061
-0.015,-0.028,0.972,-0.549,-1.282,0.000
-0.012,-0.029,0.975,-0.061,-0.671,-0.061
-0.009,-0.032,0.972,0.671,0.305,-0.122
-0.005,-0.034,0.974,0.488,0.549,0.000
-0.008,-0.033,0.973,0.183,-0.244,0.000
-0.009,-0.030,0.972,0.122,-0.610,0.000
-0.009,-0.032,0.973,0.244,-0.549,0.122
-0.009,-0.033,0.973,0.549,-0.122,0.122
-0.008,-0.031,0.973,0.305,-0.122,0.122
-0.009,-0.031,0.972,0.305,-0.305,0.305
-0.009,-0.032,0.974,0.366,-0.244,0.122
-0.010,-0.032,0.973,0.427,-0.305,0.061
-0.009,-0.031,0.973,0.610,0.000,0.061
-0.009,-0.032,0.973,0.549,0.061,0.122
-0.010,-0.031,0.970,0.427,-0.061,0.000
-0.008,-0.034,0.974,0.488,-0.305,0.244
-0.013,-0.029,0.971,0.305,-0.427,0.183
-0.008,-0.032,0.973,0.549,-0.122,0.061
-0.009,-0.033,0.973,0.793,0.061,0.122
-0.011,-0.030,0.974,0.427,-0.122,0.122
-0.010,-0.031,0.973,0.549,0.183,0.122
-0.008,-0.032,0.974,0.610,0.183,0.183
-0.010,-0.032,0.972,0.610,-0.061,0.183
-0.011,-0.031,0.973,0.671,-0.183,0.122
-0.011,-0.031,0.972,0.793,-0.061,0.183
-0.010,-0.031,0.975,0.793,-0.122,0.061
-0.008,-0.032,0.974,0.793,0.061,0.122
-0.009,-0.031,0.974,0.854,0.061,0.122
-0.010,-0.033,0.974,0.732,-0.122,0.122
-0.008,-0.033,0.974,0.793,-0.244,0.061
-0.008,-0.033,0.974,0.671,-0.122,0.000
-0.010,-0.032,0.973,0.610,-0.122,0.000
-0.009,-0.033,0.974,0.427,-0.183,0.122
-0.009,-0.032,0.974,0.488,-0.366,-0.061
-0.010,-0.030,0.974,0.122,-0.244,0.122
-0.012,-0.030,0.971,0.122,-0.244,0.122
-0.008,-0.030,0.974,0.305,-0.244,-0.061
-0.010,-0.032,0.974,0.366,-0.244,-0.122
-0.011,-0.029,0.972,0.305,-0.305,0.305
-0.009,-0.031,0.974,0.305,-0.244,0.000
-0.009,-0.032,0.974,0.488,-0.366,0.122
-0.009,-0.032,0.973,0.305,-0.427,0.122
-0.007,-0.032,0.973,0.305,-0.427,0.122
-0.009,-0.033,0.974,0.305,-0.488,-0.061
-0.007,-0.032,0.973,0.305,-0.366,0.000
-0.011,-0.031,0.973,0.366,-0.732,0.061
-0.010,-0.031,0.973,0.427,-0.671,-0.061
-0.010,-0.030,0.972,0.427,-0.427,0.122
-0.009,-0.030,0.973,0.610,-0.366,0.000
-0.012,-0.029,0.972,0.305,-0.366,0.061
-0.010,-0.029,0.973,0.366,-0.122,0.183
-0.010,-0.030,0.974,0.671,-0.244,0.061
-0.009,-0.031,0.973,0.732,-0.244,0.061
-0.010,-0.030,0.972,0.549,-0.427,-0.061
-0.009,-0.031,0.973,0.671,-0.183,0.061
-0.009,-0.031,0.972,0.671,-0.122,0.122
-0.008,-0.032,0.974,0.549,-0.305,0.244
-0.010,-0.031,0.973,0.549,-0.183,0.061
-0.009,-0.031,0.974,0.610,-0.183,0.244
-0.008,-0.032,0.974,0.610,-0.122,0.244
-0.009,-0.031,0.975,0.610,-0.305,0.122
-0.010,-0.030,0.973,0.549,-0.305,0.183
-0.009,-0.031,0.974,0.610,-0.183,0.366
-0.010,-0.031,0.974,0.671,-0.305,0.061
-0.010,-0.030,0.973,0.488,-0.244,0.000
-0.010,-0.030,0.974,0.610,-0.305,-0.061
-0.010,-0.031,0.974,0.671,-0.305,0.061
-0.010,-0.032,0.973,0.488,-0.122,0.061
-0.009,-0.032,0.974,0.793,-0.122,0.000
-0.009,-0.031,0.973,0.732,-0.183,0.000
-0.008,-0.031,0.975,0.671,-0.183,0.000
-0.009,-0.032,0.974,0.732,-0.305,0.061
-0.010,-0.031,0.972,0.610,-0.366,0.000
-0.010,-0.031,0.974,0.305,-0.183,0.305
-0.010,-0.031,0.973,0.427,-0.122,0.183
-0.011,-0.031,0.973,0.549,-0.305,-0.061
-0.010,-0.030,0.973,0.549,-0.244,0.000
-0.011,-0.031,0.973,0.488,-0.244,-0.122
-0.011,-0.030,0.972,0.427,-0.061,-0.122
-0.010,-0.030,0.973,0.488,0.183,0.061
-0.010,-0.030,0.973,0.488,0.061,0.061
-0.013,-0.029,0.970,0.488,-0.305,-0.122
-0.009,-0.032,0.975,0.671,-0.305,-0.061
-0.009,-0.034,0.975,0.671,-0.305,0.000
-0.012,-0.027,0.969,0.244,-0.732,-0.061
-0.009,-0.034,0.975,0.610,-0.183,0.061
-0.008,-0.032,0.973,0.793,-0.183,0.061
-0.010,-0.030,0.973,0.610,-0.488,-0.061
-0.011,-0.030,0.974,0.610,-0.366,-0.061
-0.010,-0.031,0.973,0.671,-0.183,-0.122
-0.010,-0.031,0.973,0.549,-0.061,0.061
-0.011,-0.031,0.973,0.427,0.061,0.244
-0.010,-0.031,0.973,0.549,-0.183,0.061
-0.010,-0.031,0.973,0.427,-0.122,0.183
-0.011,-0.030,0.972,0.427,-0.244,0.183
-0.009,-0.031,0.975,0.671,-0.183,0.061
-0.010,-0.031,0.973,0.732,-0.183,-0.061
-0.009,-0.031,0.973,0.549,-0.305,0.183
-0.009,-0.031,0.974,0.671,-0.305,0.122
-0.010,-0.031,0.973,0.549,-0.305,0.183
-0.011,-0.031,0.973,0.488,-0.427,0.122
-0.011,-0.030,0.973,0.427,-0.427,0.061
-0.011,-0.031,0.974,0.427,-0.183,0.122
-0.012,-0.030,0.973,0.366,-0.305,0.244
-0.012,-0.030,0.973,0.488,-0.488,0.183
-0.010,-0.031,0.973,0.427,-0.244,0.183
-0.011,-0.031,0.973,0.488,-0.122,0.061
-0.009,-0.033,0.974,0.671,-0.244,-0.061
-0.011,-0.032,0.973,0.427,-0.549,0.061
-0.012,-0.030,0.971,0.305,-0.793,0.061
-0.010,-0.031,0.973,0.427,-0.427,-0.183
-0.009,-0.031,0.974,0.549,-0.305,0.061
-0.010,-0.031,0.973,0.488,-0.488,0.000
-0.012,-0.031,0.972,0.366,-0.366,0.061
-0.012,-0.030,0.973,0.366,-0.183,0.305
-0.011,-0.030,0.974,0.610,-0.305,0.244
-0.011,-0.030,0.974,0.610,-0.183,0.183
-0.011,-0.030,0.973,0.793,-0.244,0.061
-0.011,-0.030,0.973,0.549,0.000,0.061
-0.012,-0.031,0.972,0.488,-0.061,0.061
-0.016,-0.033,0.975,0.488,-0.244,-0.122
0.030,-0.015,0.975,0.244,3.174,-0.549
-0.016,-0.048,0.976,1.526,4.028,-1.770
-0.006,-0.027,0.973,0.427,-1.892,-0.732
-0.021,-0.025,0.972,-0.488,-1.221,-0.061
-0.004,-0.034,0.974,0.854,0.244,0.000
-0.006,-0.035,0.973,0.916,0.122,-0.061
-0.010,-0.029,0.973,0.305,-0.671,-0.061
-0.009,-0.032,0.974,0.427,-0.427,0.000
-0.010,-0.031,0.973,0.427,-0.366,0.183
-0.011,-0.029,0.973,0.488,-0.244,0.000
-0.010,-0.030,0.973,0.793,-0.061,-0.122
-0.010,-0.031,0.973,0.549,0.000,0.122
-0.011,-0.031,0.972,0.549,-0.122,0.061
-0.010,-0.031,0.973,0.671,0.305,0.122
-0.008,-0.033,0.974,0.793,0.427,0.061
-0.006,-0.037,0.976,0.732,0.305,0.061
-0.003,-0.037,0.972,0.854,0.671,0.061
-0.003,-0.038,0.974,1.221,0.977,0.061
-0.020,-0.032,0.970,0.977,0.488,-0.061
-0.007,-0.022,0.974,0.793,1.038,0.061
-0.021,-0.021,0.970,0.671,0.427,0.061
-0.013,-0.021,0.976,0.854,0.244,0.000
-0.015,-0.027,0.974,1.282,0.000,0.061
-0.010,-0.029,0.974,0.977,-0.061,0.244
-0.010,-0.032,0.973,0.977,0.000,0.183
-0.007,-0.032,0.974,0.671,-0.122,0.183
-0.009,-0.036,0.974,0.977,-0.122,0.183
-0.004,-0.037,0.973,0.671,-0.061,0.061
-0.002,-0.037,0.974,0.610,-0.122,0.244
-0.000,-0.037,0.974,0.488,-0.488,0.000
-0.000,-0.039,0.974,0.549,-0.427,-0.061
-0.002,-0.038,0.974,0.305,-0.488,0.183
-0.008,-0.032,0.974,0.061,-0.671,0.061
-0.013,-0.028,0.972,0.061,-0.610,0.061
-0.016,-0.025,0.972,0.244,-0.305,0.183
-0.017,-0.024,0.973,0.366,-0.366,0.122
-0.017,-0.023,0.972,0.671,-0.183,-0.061
-0.015,-0.026,0.973,0.732,-0.061,0.000
-0.009,-0.030,0.973,1.038,0.183,0.000
-0.008,-0.032,0.972,0.854,0.244,0.000
-0.006,-0.033,0.974,0.671,0.122,0.061
-0.005,-0.034,0.973,0.793,0.000,0.061
-0.007,-0.034,0.973,0.916,-0.061,0.183
-0.006,-0.035,0.974,0.793,0.061,0.061
-0.007,-0.034,0.972,0.671,-0.061,-0.061
-0.005,-0.035,0.974,0.732,0.183,-0.122
-0.007,-0.034,0.973,0.488,-0.244,0.122
-0.007,-0.032,0.974,0.488,-0.305,0.122
-0.008,-0.032,0.974,0.671,0.000,0.000
-0.011,-0.029,0.973,0.732,-0.244,-0.122
-0.011,-0.028,0.974,0.671,-0.427,0.122
-0.011,-0.028,0.972,0.610,-0.122,0.061
-0.012,-0.030,0.973,0.488,-0.061,0.244
-0.010,-0.029,0.972,0.610,-0.183,0.061
-0.006,-0.033,0.974,0.916,-0.122,0.061
-0.006,-0.034,0.974,0.916,-0.244,0.122
-0.007,-0.034,0.975,0.671,-0.366,0.244
-0.006,-0.034,0.974,0.916,-0.061,0.122
-0.007,-0.034,0.974,0.610,-0.183,0.183
-0.008,-0.034,0.973,0.549,-0.305,0.122
-0.008,-0.032,0.974,0.549,-0.549,0.000
-0.008,-0.032,0.973,0.610,-0.244,-0.122
-0.009,-0.033,0.973,0.610,-0.183,0.061
-0.008,-0.032,0.974,0.549,-0.061,0.061
-0.010,-0.031,0.973,0.732,-0.305,0.000
-0.009,-0.031,0.974,0.671,-0.305,0.122
-0.006,-0.031,0.973,0.732,-0.610,0.244
-0.008,-0.032,0.972,0.916,-1.038,0.000
-0.012,-0.030,0.972,0.793,-1.404,-0.061
-0.007,-0.032,0.975,0.732,-0.854,0.366
-0.005,-0.034,0.974,0.854,-0.793,0.244
-0.006,-0.035,0.971,0.671,-1.404,0.122
-0.010,-0.028,0.973,0.488,-2.197,0.183
-0.014,-0.024,0.972,0.183,-1.465,0.549
-0.008,-0.034,0.974,0.732,-0.122,1.160
-0.007,-0.033,0.974,0.854,-0.488,1.038
-0.011,-0.028,0.975,0.427,-0.671,0.854
-0.007,-0.026,0.973,0.305,-0.061,0.854
-0.000,-0.026,0.974,0.549,0.732,0.732
0.003,-0.026,0.972,0.549,1.099,0.488
-0.010,-0.036,0.973,0.671,0.793,-0.061
-0.012,-0.036,0.975,0.793,0.244,-0.671
-0.008,-0.032,0.972,0.366,0.305,-0.732
-0.008,-0.033,0.973,0.610,0.549,-0.732
-0.014,-0.039,0.974,0.916,0.183,-0.549
-0.007,-0.030,0.974,0.916,-0.671,-0.061
0.013,-0.015,0.972,0.671,0.488,0.305
0.030,-0.018,0.975,1.160,2.014,-0.427
0.007,-0.046,0.971,1.038,2.075,-1.709
-0.033,-0.047,0.973,0.671,1.709,-3.967
-0.042,-0.044,0.976,0.427,1.465,-4.578
-0.042,-0.044,0.975,0.732,0.793,-3.540
-0.022,-0.030,0.975,0.305,0.366,-1.526
-0.012,-0.035,0.973,0.122,0.732,-0.244
0.000,-0.026,0.970,0.366,2.136,-0.916
-0.007,-0.038,0.973,1.099,0.916,-0.732
-0.011,-0.027,0.971,0.183,-0.305,-0.061
-0.008,-0.035,0.976,1.038,0.488,0.000
-0.001,-0.035,0.974,1.465,1.038,0.061
-0.004,-0.036,0.974,1.038,0.122,0.061
-0.008,-0.032,0.975,0.488,-0.549,0.061
-0.007,-0.032,0.975,0.488,-0.427,0.061
-0.006,-0.034,0.974,0.671,-0.427,0.244
-0.006,-0.031,0.973,0.305,-0.671,-0.061
-0.010,-0.030,0.972,0.244,-0.610,0.061
-0.010,-0.030,0.972,0.427,-0.366,0.183
-0.008,-0.031,0.972,0.732,0.000,0.061
-0.007,-0.032,0.974,0.793,0.061,0.122
-0.006,-0.033,0.974,0.610,-0.061,0.000
-0.006,-0.033,0.973,0.549,-0.244,-0.061
-0.004,-0.035,0.974,0.427,-0.122,0.244
-0.005,-0.035,0.973,0.610,-0.427,0.366
-0.006,-0.034,0.973,0.549,-0.427,-0.122
-0.005,-0.033,0.973,0.549,-0.305,0.122
-0.006,-0.033,0.973,0.549,-0.061,0.366
-0.007,-0.033,0.973,0.671,-0.122,0.061
-0.007,-0.031,0.973,0.732,-0.244,0.000
-0.007,-0.031,0.974,0.549,-0.183,0.122
-0.008,-0.031,0.974,0.610,-0.366,0.183
-0.008,-0.031,0.973,0.549,-0.305,0.244
-0.007,-0.031,0.973,0.427,-0.244,0.183
-0.007,-0.031,0.973,0.366,-0.122,0.061
-0.006,-0.032,0.974,0.610,-0.061,0.061
-0.007,-0.034,0.974,0.549,-0.183,0.122
-0.005,-0.034,0.973,0.732,-0.122,-0.061
-0.005,-0.034,0.974,0.549,-0.122,0.183
-0.005,-0.035,0.975,0.366,0.000,0.183
-0.006,-0.034,0.973,0.610,0.000,0.061
-0.006,-0.033,0.974,0.549,-0.061,0.061
-0.007,-0.033,0.973,0.488,-0.183,0.061
-0.008,-0.032,0.973,0.671,-0.244,0.244
-0.008,-0.032,0.973,0.610,-0.244,0.061
-0.008,-0.031,0.975,0.793,-0.183,-0.061
-0.008,-0.031,0.972,0.610,-0.183,0.000
-0.008,-0.031,0.973,0.610,-0.122,0.122
-0.007,-0.033,0.974,0.671,-0.122,0.183
-0.006,-0.033,0.974,0.488,-0.244,0.183
-0.007,-0.033,0.974,0.610,-0.244,0.183
-0.006,-0.035,0.974,0.671,-0.244,0.122
-0.005,-0.033,0.974,0.671,-0.061,0.183
-0.006,-0.034,0.974,0.671,-0.244,0.305
-0.005,-0.034,0.974,0.549,-0.183,0.244
-0.005,-0.033,0.973,0.671,-0.122,0.122
-0.006,-0.033,0.974,0.549,-0.183,0.122
-0.007,-0.032,0.973,0.427,-0.305,0.122
-0.008,-0.032,0.974,0.488,-0.122,0.183
-0.008,-0.031,0.974,0.427,-0.183,0.244
-0.007,-0.032,0.974,0.610,-0.061,-0.061
-0.007,-0.031,0.974,0.549,-0.305,0.000
-0.006,-0.033,0.974,0.671,-0.305,0.061
-0.004,-0.033,0.972,0.488,-0.305,0.061
-0.007,-0.033,0.973,0.549,-0.061,0.183
-0.006,-0.033,0.974,0.671,-0.183,0.122
-0.006,-0.032,0.973,0.549,-0.366,0.122
-0.006,-0.032,0.972,0.549,-0.183,0.122
-0.007,-0.033,0.973,0.610,-0.244,0.183
-0.007,-0.033,0.971,0.427,-0.061,0.061
-0.006,-0.032,0.973,0.366,-0.122,0.122
-0.007,-0.032,0.974,0.427,-0.183,0.183
-0.007,-0.032,0.973,0.427,-0.122,0.061
-0.007,-0.033,0.974,0.610,-0.244,0.122
-0.007,-0.032,0.974,0.427,-0.244,0.061
-0.006,-0.032,0.974,0.427,-0.366,-0.122
-0.006,-0.033,0.974,0.610,-0.122,0.122
-0.007,-0.033,0.973,0.671,-0.244,0.061
-0.006,-0.032,0.973,0.854,-0.244,0.000
-0.007,-0.031,0.974,0.610,-0.305,0.061
-0.008,-0.033,0.976,0.488,-0.244,0.122
-0.008,-0.031,0.973,0.732,-0.183,0.000
-0.007,-0.030,0.972,0.732,-0.183,0.061
-0.008,-0.032,0.973,0.366,-0.244,0.183
-0.007,-0.033,0.973,0.671,-0.122,0.244
-0.005,-0.033,0.973,0.549,-0.244,0.183
-0.006,-0.034,0.976,0.610,-0.305,0.122
-0.006,-0.033,0.973,0.610,-0.183,0.183
-0.005,-0.033,0.973,0.671,-0.061,0.183
-0.005,-0.033,0.974,0.610,-0.183,0.061
-0.007,-0.032,0.972,0.610,-0.366,0.183
-0.008,-0.032,0.974,0.671,-0.305,0.061
-0.007,-0.032,0.973,0.671,-0.427,0.061
-0.008,-0.033,0.972,0.488,-0.061,0.366
-0.007,-0.032,0.973,0.488,-0.244,0.366
-0.008,-0.033,0.974,0.671,-0.305,0.122
-0.007,-0.032,0.973,0.671,-0.244,0.061
-0.005,-0.032,0.974,0.671,-0.183,0.061
-0.006,-0.033,0.974,0.488,-0.305,0.061
-0.006,-0.035,0.973,0.610,-0.061,0.183
-0.005,-0.034,0.973,0.671,-0.183,0.122
-0.005,-0.035,0.973,0.610,-0.122,0.061
-0.005,-0.033,0.974,0.793,-0.122,0.061
-0.007,-0.034,0.973,0.671,-0.244,0.244
-0.006,-0.032,0.973,0.732,-0.061,0.061
-0.007,-0.032,0.974,0.610,-0.427,0.183
-0.009,-0.033,0.971,0.549,-0.366,0.244
-0.007,-0.032,0.974,0.732,-0.122,0.183
-0.007,-0.033,0.973,0.671,-0.427,-0.122
-0.006,-0.033,0.973,0.549,-0.305,0.122
-0.005,-0.034,0.974,0.610,-0.183,0.061
-0.005,-0.033,0.974,0.549,-0.244,0.244
-0.006,-0.033,0.974,0.671,-0.244,0.183
-0.007,-0.032,0.973,0.671,-0.244,0.061
-0.006,-0.031,0.974,0.488,-0.244,0.122
-0.010,-0.031,0.973,0.488,-0.488,0.183
-0.009,-0.029,0.974,0.366,-0.305,0.183
-0.010,-0.028,0.973,0.427,-0.122,0.061
-0.012,-0.028,0.974,0.610,-0.244,-0.061
-0.010,-0.027,0.973,0.427,0.000,0.183
-0.009,-0.031,0.973,0.671,-0.061,0.122
-0.008,-0.032,0.975,0.854,-0.183,0.061
-0.006,-0.034,0.974,0.732,-0.061,0.122
-0.004,-0.035,0.973,0.549,-0.122,0.244
-0.005,-0.036,0.972,0.549,-0.122,0.244
-0.004,-0.036,0.974,0.671,-0.244,0.122
-0.004,-0.036,0.974,0.610,-0.122,0.122
-0.006,-0.036,0.975,0.671,-0.244,0.061
-0.006,-0.033,0.974,0.549,-0.122,0.305
-0.008,-0.031,0.973,0.549,-0.305,0.366
-0.009,-0.030,0.973,0.366,-0.488,0.122
-0.009,-0.028,0.973,0.549,-0.488,0.122
-0.009,-0.029,0.974,0.549,-0.366,0.183
-0.009,-0.030,0.974,0.732,-0.183,0.000
-0.008,-0.031,0.973,0.671,0.061,0.183
-0.007,-0.031,0.973,0.793,-0.122,0.244
-0.007,-0.033,0.972,0.732,-0.183,0.244
-0.003,-0.032,0.974,0.732,-0.122,0.244
-0.005,-0.034,0.975,0.671,-0.061,0.183
-0.006,-0.034,0.971,0.488,-0.061,0.183
-0.004,-0.033,0.974,0.488,0.000,0.244
-0.006,-0.036,0.974,0.671,-0.122,0.000
-0.005,-0.035,0.972,0.610,-0.122,0.183
-0.004,-0.033,0.974,0.427,-0.305,0.183
-0.008,-0.035,0.973,0.488,-0.305,0.061
-0.006,-0.033,0.972,0.610,-0.061,-0.122
-0.007,-0.032,0.974,0.488,0.000,0.122
-0.009,-0.033,0.973,0.671,-0.122,0.000
-0.008,-0.034,0.972,0.610,-0.183,0.183
-0.007,-0.033,0.974,0.732,-0.183,0.122
-0.007,-0.033,0.974,0.732,-0.244,0.061
-0.006,-0.034,0.973,0.610,-0.061,0.061
-0.005,-0.034,0.973,0.488,-0.061,0.305
-0.005,-0.034,0.974,0.671,-0.122,0.061
-0.005,-0.034,0.973,0.671,-0.183,0.061
-0.004,-0.032,0.973,0.488,-0.244,0.244
-0.007,-0.032,0.975,0.427,-0.305,0.183
-0.007,-0.033,0.972,0.549,-0.183,0.305
-0.007,-0.032,0.973,0.671,-0.305,0.183
-0.007,-0.031,0.974,0.610,-0.061,0.000
-0.007,-0.032,0.973,0.488,-0.244,0.122
-0.008,-0.031,0.973,0.549,-0.366,0.244
-0.009,-0.033,0.976,0.671,-0.244,0.061
-0.007,-0.033,0.973,0.549,0.000,0.122
-0.006,-0.033,0.974,0.366,-0.122,0.305
-0.005,-0.032,0.973,0.488,-0.305,0.061
-0.006,-0.033,0.973,0.549,-0.183,0.122
-0.006,-0.034,0.974,0.549,-0.183,0.183
-0.006,-0.034,0.974,0.366,-0.183,0.183
-0.007,-0.033,0.973,0.427,0.000,0.244
-0.008,-0.033,0.974,0.793,-0.183,0.122
-0.007,-0.032,0.973,0.732,-0.183,0.183
-0.008,-0.032,0.973,0.549,-0.244,0.122
-0.008,-0.032,0.973,0.549,-0.183,0.061
-0.008,-0.033,0.973,0.549,-0.183,-0.061
-0.007,-0.032,0.974,0.671,-0.122,0.183
-0.007,-0.033,0.974,0.732,-0.122,0.183
-0.006,-0.032,0.974,0.854,-0.305,0.183
-0.005,-0.032,0.974,0.549,-0.366,0.122
-0.006,-0.034,0.973,0.549,-0.183,0.061
-0.006,-0.034,0.972,0.488,-0.122,0.122
-0.005,-0.034,0.974,0.671,-0.305,0.061
-0.006,-0.033,0.974,0.793,-0.427,0.000
-0.007,-0.032,0.973,0.732,-0.366,0.000
-0.007,-0.032,0.973,0.488,-0.244,0.000
-0.008,-0.031,0.974,0.610,-0.366,-0.061
-0.007,-0.032,0.973,0.427,-0.244,-0.061
-0.008,-0.032,0.973,0.671,-0.122,0.000
-0.006,-0.032,0.974,0.671,-0.183,0.183
-0.008,-0.033,0.974,0.671,-0.305,0.183
-0.006,-0.032,0.972,0.671,-0.244,0.244
-0.006,-0.033,0.974,0.671,-0.244,0.122
-0.007,-0.033,0.972,0.793,-0.305,0.122
-0.005,-0.034,0.973,0.427,-0.244,0.244
-0.005,-0.035,0.974,0.305,-0.305,0.244
-0.006,-0.034,0.973,0.488,-0.427,0.244
-0.005,-0.033,0.973,0.610,-0.305,0.122
-0.006,-0.033,0.975,0.671,-0.305,0.061
-0.007,-0.032,0.973,0.671,-0.183,0.000
-0.008,-0.032,0.973,0.549,-0.305,0.244
-0.007,-0.032,0.973,0.488,-0.305,0.122
-0.007,-0.031,0.974,0.549,-0.366,0.183
-0.009,-0.031,0.973,0.549,-0.305,0.061
-0.008,-0.031,0.975,0.488,-0.122,0.061
-0.008,-0.032,0.974,0.549,-0.122,0.183
-0.008,-0.032,0.973,0.671,-0.183,0.305
-0.008,-0.031,0.973,0.732,-0.183,0.244
-0.008,-0.033,0.973,0.610,-0.122,0.122
-0.005,-0.033,0.973,0.549,-0.061,0.183
-0.005,-0.033,0.974,0.671,-0.122,0.000
-0.005,-0.034,0.974,0.549,0.000,0.305
-0.005,-0.033,0.974,0.488,-0.244,0.305
-0.006,-0.034,0.973,0.427,-0.244,0.061
-0.007,-0.033,0.974,0.488,-0.244,0.000
-0.005,-0.032,0.973,0.610,-0.366,0.061
-0.009,-0.031,0.972,0.671,-0.488,0.061
-0.007,-0.033,0.973,0.610,-0.122,0.366
-0.006,-0.033,0.973,0.793,-0.244,0.122
-0.008,-0.033,0.973,0.366,-0.305,0.061
-0.008,-0.031,0.973,0.427,-0.183,0.000
-0.007,-0.032,0.973,0.549,-0.183,0.183
-0.006,-0.033,0.973,0.549,-0.305,0.061
-0.007,-0.034,0.973,0.366,-0.488,0.122
-0.007,-0.033,0.973,0.610,-0.244,0.000
-0.006,-0.033,0.973,0.549,-0.183,0.061
-0.007,-0.033,0.973,0.610,-0.244,0.061
-0.007,-0.032,0.973,0.427,-0.183,0.061
-0.006,-0.031,0.974,0.427,-0.244,0.000
-0.008,-0.032,0.974,0.488,-0.122,-0.061
-0.007,-0.031,0.973,0.549,-0.061,-0.061
-0.007,-0.032,0.973,0.610,-0.305,-0.061
-0.007,-0.033,0.974,0.549,-0.183,-0.061
-0.006,-0.033,0.974,0.732,-0.061,-0.061
-0.006,-0.033,0.973,0.671,0.122,0.061
-0.006,-0.033,0.973,0.610,-0.122,0.061
-0.007,-0.032,0.973,0.549,-0.244,-0.061
-0.006,-0.033,0.973,0.549,-0.305,-0.061
-0.006,-0.032,0.974,0.427,-0.305,-0.061
-0.007,-0.033,0.975,0.366,-0.244,-0.061
-0.006,-0.032,0.973,0.549,-0.061,0.122
-0.006,-0.032,0.974,0.427,-0.305,0.183
-0.009,-0.031,0.973,0.427,-0.366,0.000
-0.008,-0.031,0.973,0.488,-0.183,-0.061
-0.008,-0.032,0.973,0.305,-0.244,0.061
-0.006,-0.032,0.974,0.427,-0.427,-0.061
-0.006,-0.032,0.972,0.549,-0.122,0.122
-0.007,-0.034,0.974,0.610,-0.305,0.244
-0.006,-0.034,0.973,0.549,-0.183,-0.061
-0.006,-0.034,0.974,0.488,-0.183,-0.061
-0.005,-0.034,0.973,0.610,-0.061,0.061
-0.007,-0.034,0.973,0.549,-0.061,0.061
-0.007,-0.033,0.973,0.366,0.000,0.244
-0.007,-0.032,0.973,0.549,-0.244,0.183
-0.006,-0.033,0.973,0.549,-0.366,0.122
-0.006,-0.032,0.974,0.732,-0.183,0.122
-0.008,-0.032,0.973,0.549,-0.122,0.061
-0.006,-0.033,0.973,0.671,-0.305,0.000
-0.008,-0.032,0.974,0.610,-0.183,-0.122
