aX,aY,aZ,gX,gY,gZ
0.076,0.028,1.486,-7.996,-21.301,2.625
0.109,0.030,1.533,-3.479,-19.897,1.038
0.138,0.022,1.578,2.930,-18.127,0.488
0.155,0.005,1.594,8.606,-14.893,1.038
0.157,-0.009,1.598,12.512,-10.803,2.136
0.154,-0.023,1.582,14.343,-8.179,3.540
0.156,-0.040,1.559,13.123,-5.554,4.761
0.158,-0.045,1.539,9.705,-3.601,5.920
0.148,-0.049,1.515,5.981,-4.028,7.263
0.152,-0.057,1.481,2.808,-5.188,8.362
0.156,-0.055,1.421,0.488,-5.615,9.094
0.127,-0.042,1.363,-0.061,-5.554,9.705
0.100,-0.036,1.324,2.380,-4.761,9.644
0.094,-0.046,1.303,6.226,-2.502,8.667
0.091,-0.056,1.297,9.338,1.221,7.446
0.083,-0.062,1.321,11.047,4.517,6.042
0.100,-0.067,1.357,10.254,7.568,5.127
0.114,-0.067,1.397,7.324,10.681,4.639
0.116,-0.066,1.428,3.479,13.184,4.089
0.123,-0.061,1.431,-0.977,16.113,3.906
0.131,-0.059,1.416,-4.700,18.494,3.906
0.114,-0.053,1.392,-6.958,18.433,4.517
0.090,-0.037,1.371,-7.202,15.381,5.371
0.070,-0.020,1.350,-4.639,11.475,6.104
0.046,-0.003,1.331,0.244,9.277,6.958
0.039,-0.004,1.304,6.165,10.986,8.179
0.047,-0.013,1.270,11.536,16.113,9.705
0.064,-0.029,1.233,14.771,21.606,10.559
0.080,-0.047,1.220,15.015,26.123,10.864
0.067,-0.052,1.207,11.841,28.259,11.292
0.039,-0.050,1.207,6.714,29.785,11.475
0.016,-0.036,1.218,2.075,32.532,10.742
0.003,-0.022,1.228,-0.610,36.255,10.071
-0.006,-0.010,1.215,0.305,39.795,9.033
-0.001,-0.009,1.167,3.906,41.992,8.545
0.004,-0.010,1.108,9.216,41.260,7.446
0.017,-0.012,1.030,14.771,38.391,6.836
0.053,-0.028,0.950,18.982,33.813,5.493
0.106,-0.050,0.899,20.142,26.306,4.578
0.149,-0.046,0.865,16.968,17.456,4.395
0.179,-0.034,0.847,12.207,9.338,3.967
0.179,-0.027,0.837,7.568,3.479,3.418
0.148,-0.026,0.839,2.930,1.160,3.784
0.118,-0.023,0.827,-1.221,1.526,4.700
0.115,-0.013,0.815,-3.723,4.639,3.845
0.114,-0.002,0.799,-3.845,8.850,3.479
0.080,-0.017,0.801,-2.319,13.306,4.211
0.076,-0.046,0.817,-0.549,17.151,5.188
0.109,-0.053,0.827,-1.404,19.958,5.737
0.148,-0.056,0.807,-3.784,19.043,5.554
0.160,-0.056,0.790,-5.493,13.062,5.432
0.142,-0.045,0.781,-6.409,3.845,5.310
0.110,-0.026,0.767,-7.568,-4.333,4.456
0.080,-0.019,0.756,-8.545,-9.094,4.028
0.048,-0.021,0.758,-10.132,-10.376,3.845
0.009,-0.028,0.769,-13.367,-7.019,3.174
-0.016,-0.035,0.779,-18.494,2.075,2.197
-0.019,-0.030,0.783,-22.766,13.733,0.366
-0.015,-0.032,0.782,-24.109,21.973,-1.709
-0.008,-0.026,0.762,-22.400,25.940,-3.357
0.003,-0.010,0.714,-19.470,28.137,-3.174
0.018,-0.023,0.663,-16.418,28.503,-1.770
0.034,-0.024,0.590,-12.268,27.771,-0.977
0.052,-0.020,0.519,-8.118,24.475,-0.549
0.061,-0.010,0.475,-3.296,19.226,-0.183
0.042,-0.001,0.437,1.343,14.282,0.366
0.024,-0.005,0.412,5.615,13.245,1.465
0.028,-0.007,0.423,8.972,18.250,1.831
0.053,-0.006,0.433,10.132,26.733,1.953
0.087,-0.005,0.435,8.789,35.706,3.296
0.106,-0.013,0.441,7.263,41.931,4.822
0.102,-0.018,0.444,5.371,44.861,6.653
0.099,-0.024,0.444,3.540,47.668,8.118
0.103,-0.031,0.455,2.991,50.903,9.155
0.104,-0.035,0.463,3.601,52.124,9.216
0.109,-0.037,0.459,4.578,49.255,8.240
0.120,-0.031,0.444,5.554,41.992,6.470
0.115,-0.028,0.421,7.141,32.104,4.517
0.120,-0.021,0.393,9.155,22.400,2.441
0.137,-0.009,0.365,11.719,13.000,0.183
0.136,-0.006,0.355,14.465,4.150,-1.526
0.152,-0.010,0.368,16.357,-2.808,-2.991
0.181,-0.009,0.377,16.174,-7.080,-3.967
0.195,-0.006,0.391,15.808,-11.230,-4.456
0.207,-0.012,0.415,15.991,-14.587,-4.150
0.223,-0.020,0.441,15.259,-15.564,-3.357
0.228,-0.029,0.463,14.099,-15.137,-2.625
0.226,-0.036,0.483,12.695,-15.564,-2.197
0.218,-0.049,0.500,11.780,-17.883,-2.197
0.214,-0.070,0.528,10.925,-19.836,-2.380
0.188,-0.080,0.536,8.972,-20.569,-2.747
0.150,-0.083,0.552,7.019,-20.264,-3.845
0.113,-0.083,0.555,5.798,-20.325,-4.761
0.093,-0.075,0.556,6.592,-21.912,-6.165
0.084,-0.072,0.564,10.559,-25.879,-8.301
0.097,-0.061,0.582,16.174,-32.776,-10.315
0.112,-0.063,0.609,21.851,-40.283,-11.353
0.125,-0.061,0.646,25.757,-46.509,-12.817
0.121,-0.073,0.699,26.672,-51.697,-13.672
0.094,-0.088,0.753,24.414,-53.833,-13.184
0.057,-0.101,0.790,19.470,-51.575,-12.024
0.022,-0.099,0.816,13.977,-43.945,-9.949
0.004,-0.101,0.812,10.132,-35.706,-7.629
0.009,-0.088,0.783,9.644,-29.541,-6.348
0.033,-0.083,0.756,12.634,-25.879,-5.432
0.061,-0.071,0.738,18.066,-24.719,-5.005
0.099,-0.049,0.724,25.208,-22.949,-5.737
0.125,-0.049,0.730,31.799,-21.118,-7.202
0.131,-0.061,0.740,35.217,-23.193,-8.789
0.132,-0.100,0.788,32.043,-27.832,-10.071
0.121,-0.122,0.844,20.996,-36.255,-11.292
0.076,-0.129,0.907,2.869,-44.922,-10.742
0.021,-0.133,0.939,-17.456,-52.917,-9.644
-0.034,-0.111,0.951,-36.255,-56.091,-8.972
-0.069,-0.094,0.968,-48.340,-50.354,-7.507
-0.068,-0.075,0.954,-51.086,-39.612,-5.981
-0.034,-0.056,0.923,-43.152,-27.954,-3.967
-0.011,-0.040,0.901,-26.184,-17.639,-1.831
0.009,-0.036,0.896,-6.653,-10.559,-1.282
0.019,-0.044,0.932,10.498,-6.470,-0.916
0.007,-0.062,0.986,20.325,-6.287,-0.671
0.000,-0.081,1.032,19.287,-6.104,-0.122
-0.008,-0.112,1.087,7.568,-3.601,0.732
-0.038,-0.147,1.146,-11.353,-2.197,0.488
-0.059,-0.147,1.198,-34.912,-3.357,-1.526
-0.032,-0.120,1.204,-59.387,-3.357,-3.784
-0.026,-0.081,1.225,-76.843,-0.610,-3.723
-0.026,-0.033,1.228,-80.017,1.526,-2.380
-0.051,0.013,1.229,-66.406,-0.366,-2.625
-0.001,0.036,1.229,-40.833,-4.517,-4.883
0.067,0.049,1.268,-12.878,-6.897,-6.836
0.076,0.037,1.303,8.850,-17.761,-7.996
0.060,-0.023,1.359,17.883,-32.593,-6.592
0.064,-0.066,1.422,12.024,-44.678,-4.944
0.077,-0.087,1.492,-3.723,-52.368,-3.479
0.058,-0.056,1.538,-21.545,-57.922,-1.221
0.016,-0.016,1.551,-34.790,-60.486,0.793
-0.017,0.030,1.545,-39.429,-58.044,0.916
-0.021,0.070,1.536,-33.020,-54.504,-1.587
0.011,0.074,1.541,-19.043,-52.734,-4.089
0.035,0.045,1.552,-2.747,-50.598,-5.493
0.036,0.009,1.540,9.460,-45.898,-5.737
0.030,-0.016,1.536,15.076,-37.903,-5.432
0.022,-0.041,1.555,14.282,-31.128,-4.700
0.026,-0.047,1.567,8.423,-26.917,-4.211
0.023,-0.046,1.582,1.160,-22.827,-3.601
0.010,-0.036,1.598,-5.127,-18.677,-2.930
0.011,-0.013,1.613,-9.033,-13.916,-2.014
0.015,0.010,1.609,-9.094,-9.216,-1.709
0.021,0.024,1.591,-5.920,-4.456,-1.160
0.029,0.020,1.561,-0.488,0.427,-0.488
0.021,0.010,1.524,4.211,4.639,0.122
0.010,-0.002,1.489,7.019,7.507,0.610
0.008,-0.012,1.459,7.812,9.155,0.854
0.012,-0.009,1.431,6.470,10.132,0.916
-0.000,-0.011,1.417,4.456,9.583,1.343
-0.012,0.000,1.407,2.502,7.446,1.648
-0.009,0.011,1.403,1.892,4.761,2.075
-0.005,0.015,1.395,3.662,2.136,3.052
-0.006,0.012,1.379,7.324,0.854,4.333
-0.013,-0.001,1.364,11.047,0.427,5.981
-0.035,-0.015,1.357,12.878,0.305,7.324
-0.063,-0.014,1.358,13.184,0.183,8.179
-0.081,-0.009,1.351,14.038,1.953,9.155
-0.088,-0.011,1.353,18.005,5.737,8.911
-0.104,-0.025,1.362,24.475,9.521,7.935
-0.109,-0.041,1.365,30.457,13.184,7.385
-0.100,-0.063,1.354,35.034,16.541,6.592
-0.076,-0.083,1.329,37.048,19.775,5.798
-0.054,-0.101,1.306,36.987,21.179,5.371
-0.057,-0.109,1.280,35.034,20.813,5.249
-0.066,-0.108,1.229,30.640,20.874,5.249
-0.069,-0.102,1.167,24.536,22.766,5.066
-0.073,-0.101,1.121,18.311,25.208,5.432
-0.074,-0.090,1.083,12.329,27.649,6.165
-0.073,-0.071,1.050,8.057,30.884,7.324
-0.088,-0.068,1.033,6.714,34.668,9.033
-0.085,-0.072,1.017,7.446,38.818,9.888
-0.070,-0.070,1.010,8.911,44.250,9.766
-0.045,-0.074,1.004,11.414,51.392,9.033
-0.019,-0.079,1.004,14.648,59.204,8.179
-0.015,-0.085,1.026,18.616,65.552,7.629
-0.004,-0.093,1.051,22.583,70.679,8.301
0.024,-0.108,1.060,25.818,73.914,9.033
0.057,-0.110,1.053,26.978,74.097,10.071
0.071,-0.115,1.027,26.428,72.632,11.169
0.081,-0.120,0.993,24.170,70.435,12.695
0.093,-0.113,0.963,21.240,65.552,13.794
0.099,-0.125,0.931,18.860,59.143,14.099
0.112,-0.128,0.903,16.907,51.453,14.099
0.118,-0.135,0.883,14.832,43.030,13.855
0.117,-0.134,0.886,11.414,34.241,13.000
0.108,-0.128,0.892,5.493,26.489,12.024
0.102,-0.119,0.900,-2.930,19.653,11.047
0.113,-0.117,0.907,-12.878,13.855,10.010
0.098,-0.102,0.908,-23.193,7.141,9.583
0.071,-0.080,0.888,-31.250,2.441,10.071
0.039,-0.062,0.881,-35.034,3.662,10.925
0.015,-0.058,0.860,-34.058,9.705,11.536
0.009,-0.059,0.833,-29.846,18.066,10.742
0.029,-0.061,0.793,-24.231,23.132,7.812
0.043,-0.062,0.764,-17.822,21.606,5.188
0.057,-0.064,0.734,-11.536,15.686,3.723
0.073,-0.078,0.705,-6.531,6.897,2.808
0.094,-0.083,0.682,-3.906,-4.639,1.648
0.123,-0.089,0.668,-3.174,-15.320,0.549
0.130,-0.078,0.661,-4.456,-24.353,-0.427
0.114,-0.066,0.637,-7.324,-29.053,-0.488
0.107,-0.052,0.597,-9.277,-29.724,-0.549
0.087,-0.051,0.556,-9.155,-26.794,-0.366
0.065,-0.042,0.503,-7.141,-20.142,0.549
0.036,-0.031,0.452,-2.197,-10.498,1.770
-0.012,-0.033,0.422,5.798,0.488,3.479
-0.029,-0.048,0.419,15.198,14.465,5.066
-0.005,-0.057,0.453,24.109,29.114,5.493
0.047,-0.069,0.507,28.625,42.053,5.066
0.095,-0.079,0.556,27.405,49.438,5.066
0.125,-0.085,0.574,22.156,49.805,5.249
0.157,-0.094,0.562,14.893,46.204,5.005
0.177,-0.095,0.544,6.287,40.100,4.822
0.165,-0.082,0.523,-1.404,32.532,3.967
0.142,-0.069,0.500,-6.104,25.635,3.357
0.111,-0.066,0.480,-6.592,21.667,2.502
0.086,-0.057,0.464,-3.845,20.203,0.916
0.073,-0.046,0.467,0.854,18.433,-0.916
0.067,-0.047,0.477,5.310,16.052,-2.258
0.060,-0.049,0.483,8.118,13.062,-3.784
0.079,-0.049,0.485,9.033,12.573,-4.761
0.100,-0.049,0.490,8.545,13.733,-5.188
0.113,-0.057,0.503,7.202,13.794,-5.554
0.131,-0.059,0.501,4.761,13.062,-6.104
0.165,-0.059,0.504,2.319,12.512,-6.348
0.198,-0.069,0.501,-0.671,11.536,-6.226
0.225,-0.067,0.501,-4.150,10.376,-5.310
0.232,-0.069,0.501,-6.897,7.874,-4.578
0.236,-0.074,0.501,-8.911,3.723,-4.822
0.241,-0.071,0.501,-9.460,-2.441,-5.066
0.216,-0.073,0.504,-8.301,-10.193,-5.371
0.184,-0.071,0.510,-5.310,-19.470,-6.287
0.152,-0.064,0.507,-1.160,-28.015,-7.385
0.118,-0.066,0.505,4.211,-34.729,-9.094
0.103,-0.062,0.523,10.803,-39.917,-11.292
0.097,-0.069,0.559,17.761,-42.542,-12.939
0.090,-0.079,0.617,23.804,-41.565,-13.245
0.085,-0.085,0.670,28.564,-37.842,-13.306
0.080,-0.107,0.719,31.982,-33.813,-12.756
0.063,-0.121,0.750,33.569,-31.189,-10.803
0.041,-0.122,0.765,33.752,-30.273,-9.705
0.040,-0.117,0.765,32.532,-29.968,-9.277
0.043,-0.113,0.758,30.518,-31.250,-9.949
0.040,-0.100,0.739,28.259,-34.363,-11.414
0.025,-0.086,0.728,27.649,-39.673,-13.611
0.006,-0.087,0.738,28.564,-46.509,-16.541
0.040,-0.094,0.759,29.480,-54.443,-19.958
0.077,-0.111,0.800,27.954,-59.753,-20.264
0.081,-0.141,0.856,23.499,-59.448,-17.334
0.060,-0.177,0.904,15.442,-54.749,-13.367
0.049,-0.197,0.936,3.845,-50.842,-10.193
0.035,-0.201,0.934,-9.888,-49.744,-9.399
0.021,-0.199,0.921,-21.912,-48.157,-9.033
-0.015,-0.178,0.904,-29.480,-47.913,-10.193
-0.068,-0.154,0.884,-30.334,-49.744,-12.817
-0.098,-0.135,0.895,-24.170,-51.514,-15.503
-0.089,-0.130,0.932,-12.268,-53.040,-17.273
-0.050,-0.140,0.971,1.221,-53.833,-18.066
-0.027,-0.165,0.990,10.742,-52.185,-17.456
0.016,-0.182,0.991,13.733,-48.462,-15.991
0.071,-0.182,0.989,10.620,-43.396,-14.771
0.088,-0.192,0.992,3.052,-35.522,-12.695
0.087,-0.195,0.989,-7.996,-24.109,-9.338
0.074,-0.156,1.000,-19.531,-12.207,-6.958
-0.007,-0.111,1.002,-28.137,-3.296,-4.089
-0.104,-0.101,1.004,-30.029,5.615,-0.427
-0.140,-0.098,1.041,-24.658,14.221,0.854
-0.137,-0.103,1.106,-14.343,17.273,1.038
-0.121,-0.109,1.134,-2.991,12.512,0.061
-0.057,-0.135,1.154,6.348,5.127,-0.854
-0.098,-0.162,1.165,11.108,-2.686,-0.671
-0.033,-0.183,1.195,11.047,-4.456,0.977
0.043,-0.206,1.294,8.362,-0.610,1.709
0.068,-0.199,1.371,3.601,-3.296,1.709
0.015,-0.219,1.448,-1.160,-12.817,3.845
-0.046,-0.211,1.489,-4.822,-25.146,2.136
-0.062,-0.172,1.472,-7.446,-33.386,-2.808
-0.077,-0.135,1.430,-6.775,-38.147,-6.226
-0.115,-0.115,1.407,-1.526,-43.213,-7.385
-0.146,-0.137,1.425,6.653,-49.988,-8.423
-0.147,-0.172,1.456,13.123,-54.016,-10.071
-0.113,-0.211,1.500,14.221,-50.964,-11.841
-0.083,-0.250,1.545,9.644,-42.664,-12.207
-0.054,-0.259,1.587,1.587,-31.982,-11.108
-0.030,-0.259,1.591,-7.141,-20.630,-9.155
-0.055,-0.247,1.573,-13.367,-10.315,-6.470
-0.066,-0.231,1.552,-16.296,-1.770,-4.211
-0.059,-0.207,1.513,-17.151,5.371,-2.686
-0.063,-0.194,1.475,-16.052,7.996,-1.831
-0.067,-0.185,1.431,-15.259,6.104,-1.953
-0.064,-0.168,1.395,-14.832,1.526,-1.831
-0.052,-0.162,1.370,-14.099,-1.526,-1.282
-0.038,-0.161,1.361,-14.221,-1.892,-0.610
-0.046,-0.156,1.354,-15.076,-2.258,0.610
-0.041,-0.147,1.338,-16.907,-1.099,2.258
-0.026,-0.139,1.337,-19.226,2.502,3.052
-0.032,-0.132,1.324,-22.034,4.639,3.967
-0.058,-0.120,1.322,-24.658,5.493,4.761
-0.070,-0.114,1.333,-25.269,7.690,5.188
-0.067,-0.115,1.351,-23.743,10.620,5.859
-0.063,-0.113,1.374,-20.081,12.817,7.141
-0.051,-0.122,1.395,-15.442,13.916,8.179
-0.034,-0.132,1.407,-10.986,14.954,8.911
-0.007,-0.151,1.397,-7.874,15.381,8.545
0.021,-0.168,1.370,-8.911,13.672,7.935
0.019,-0.157,1.337,-15.198,7.507,6.470
-0.022,-0.122,1.317,-23.865,0.305,5.615
-0.061,-0.086,1.299,-30.334,-3.845,5.005
-0.078,-0.057,1.290,-32.898,-4.456,4.761
-0.082,-0.039,1.286,-31.372,-3.601,4.639
-0.079,-0.028,1.280,-26.794,-0.244,5.188
-0.085,-0.042,1.285,-21.240,6.958,6.958
-0.103,-0.048,1.288,-16.907,15.137,8.667
-0.099,-0.060,1.277,-13.550,22.827,9.094
-0.070,-0.081,1.259,-12.268,29.114,8.728
-0.040,-0.086,1.240,-14.526,32.349,7.629
-0.014,-0.078,1.203,-19.409,31.555,6.653
-0.013,-0.061,1.159,-24.780,26.062,5.554
-0.022,-0.039,1.105,-29.297,18.860,3.906
-0.035,-0.008,1.053,-31.677,15.137,2.808
-0.045,0.022,1.002,-30.579,15.137,3.052
-0.026,0.019,0.971,-25.330,16.724,3.174
-0.003,0.033,0.958,-17.029,18.616,3.662
-0.016,0.030,0.969,-5.005,18.921,4.456
-0.047,0.015,0.994,8.057,20.203,5.310
-0.055,-0.008,1.021,18.860,25.269,5.615
-0.028,-0.043,1.041,25.269,32.227,5.615
0.022,-0.065,1.039,26.794,36.743,5.676
0.052,-0.077,1.036,24.963,36.316,6.470
0.070,-0.086,1.034,20.142,32.959,7.568
0.057,-0.079,1.022,12.390,29.236,7.690
0.016,-0.060,1.008,4.211,27.710,7.996
-0.018,-0.041,0.991,-1.343,27.954,8.606
-0.036,-0.027,0.970,-3.296,28.320,8.850
-0.045,-0.019,0.963,-1.953,28.259,9.155
-0.059,-0.010,0.965,2.441,28.259,9.583
-0.063,-0.015,0.971,7.812,29.358,9.644
-0.052,-0.024,0.985,12.085,31.372,9.521
-0.037,-0.047,1.006,13.855,33.142,9.338
-0.007,-0.073,1.036,10.498,32.837,8.789
0.005,-0.075,1.046,1.282,29.419,7.385
0.023,-0.077,1.029,-11.414,24.353,5.798
0.042,-0.061,1.002,-24.536,18.860,4.639
0.034,-0.043,0.945,-34.729,13.123,3.662
0.009,-0.021,0.879,-40.100,8.362,2.930
-0.005,-0.000,0.826,-40.344,6.042,1.831
-0.033,0.012,0.790,-36.865,4.883,0.732
-0.057,0.015,0.788,-31.311,5.432,0.122
-0.061,0.016,0.801,-26.001,8.362,-0.244
-0.053,0.013,0.802,-21.973,13.611,0.244
-0.043,0.007,0.784,-19.897,19.470,1.465
-0.032,0.013,0.752,-18.677,22.949,1.709
-0.018,0.011,0.710,-16.357,23.682,2.380
0.006,0.012,0.675,-12.634,22.034,2.075
0.034,0.023,0.639,-8.789,20.264,2.075
0.044,0.025,0.601,-4.211,20.203,2.869
0.062,0.034,0.555,0.549,21.851,3.845
0.072,0.034,0.516,5.249,23.560,5.005
0.073,0.032,0.489,9.888,25.879,6.653
0.075,0.026,0.465,14.771,29.907,8.240
0.077,0.016,0.462,19.409,35.156,10.010
0.087,0.006,0.475,22.522,39.551,10.864
0.088,0.003,0.487,22.644,42.175,10.986
0.068,-0.000,0.483,21.240,44.189,10.681
0.052,-0.009,0.468,20.325,44.983,10.437
0.043,-0.021,0.453,20.264,43.579,9.521
0.043,-0.024,0.448,19.958,39.856,8.423
0.049,-0.038,0.443,20.386,35.522,7.019
0.045,-0.041,0.424,21.118,32.166,5.615
0.040,-0.033,0.406,21.851,29.358,4.272
0.050,-0.028,0.397,23.071,27.100,2.625
0.055,-0.030,0.388,23.987,25.940,1.709
0.063,-0.030,0.385,24.353,24.048,0.549
0.077,-0.027,0.389,23.315,20.630,-0.916
0.096,-0.024,0.386,21.606,14.832,-2.136
0.107,-0.019,0.391,19.531,6.287,-3.296
0.108,-0.019,0.400,16.541,-2.380,-3.967
0.106,-0.017,0.426,13.733,-8.484,-4.639
0.111,-0.021,0.461,11.230,-12.085,-4.395
0.130,-0.020,0.491,8.667,-15.137,-3.784
0.135,-0.025,0.522,6.042,-17.944,-3.540
0.126,-0.026,0.544,2.075,-17.944,-3.052
0.135,-0.026,0.576,-2.686,-15.259,-2.869
0.135,-0.034,0.603,-7.141,-11.475,-2.319
0.141,-0.036,0.601,-10.559,-8.728,-1.648
0.134,-0.044,0.595,-11.658,-7.080,-1.038
0.126,-0.052,0.586,-10.437,-8.484,-0.916
0.107,-0.056,0.581,-7.324,-12.695,-1.404
0.083,-0.047,0.566,-3.174,-18.616,-2.136
0.054,-0.039,0.572,1.770,-23.926,-3.906
0.037,-0.026,0.603,6.958,-27.466,-5.981
0.046,-0.021,0.651,10.254,-28.625,-8.057
0.082,-0.013,0.707,10.925,-27.100,-9.766
0.112,-0.019,0.757,8.606,-22.461,-10.193
0.134,-0.027,0.792,4.211,-17.029,-9.460
0.137,-0.043,0.800,-2.075,-10.376,-7.263
0.115,-0.043,0.792,-8.240,-3.967,-4.578
0.079,-0.046,0.805,-11.108,1.404,-1.709
0.056,-0.040,0.834,-9.583,3.296,-0.244
0.050,-0.035,0.879,-4.578,-0.671,0.122
0.023,-0.034,0.902,1.770,-7.446,-0.610
0.025,-0.025,0.902,8.484,-14.160,-2.686
0.063,-0.022,0.892,16.174,-20.508,-6.104
0.107,-0.019,0.886,25.085,-28.625,-10.925
0.128,-0.029,0.859,33.752,-38.940,-17.456
0.155,-0.053,0.851,39.307,-42.297,-20.325
0.169,-0.061,0.856,40.344,-37.720,-18.860
0.189,-0.090,0.882,36.133,-30.090,-14.648
0.202,-0.098,0.927,29.053,-20.386,-10.376
0.169,-0.086,0.971,20.691,-12.939,-5.737
0.117,-0.059,0.979,15.625,-10.681,-1.892
0.047,-0.023,0.979,17.029,-11.169,0.610
-0.020,-0.029,0.980,24.353,-11.414,0.061
-0.024,-0.032,0.951,33.875,-9.644,-3.967
-0.013,-0.046,0.919,43.274,-6.042,-8.667
0.017,-0.079,0.934,49.500,-2.625,-11.719
0.044,-0.108,0.967,50.354,1.648,-12.878
-0.043,-0.179,1.055,44.922,7.141,-12.146
0.056,-0.240,1.168,34.302,15.198,-11.719
0.112,-0.248,1.268,22.644,18.982,-12.512
0.098,-0.229,1.329,14.771,12.024,-13.489
0.052,-0.215,1.368,13.062,-0.916,-11.902
0.033,-0.199,1.365,17.151,-17.090,-12.695
0.033,-0.177,1.334,24.414,-32.532,-15.808
0.011,-0.174,1.289,33.142,-45.959,-18.372
-0.013,-0.193,1.271,39.795,-55.054,-19.653
-0.022,-0.219,1.282,40.039,-57.495,-20.142
-0.026,-0.255,1.317,32.776,-55.542,-19.592
-0.005,-0.288,1.365,19.897,-47.363,-17.944
0.046,-0.323,1.417,4.578,-36.560,-16.602
0.088,-0.337,1.483,-9.827,-27.832,-15.869
0.095,-0.332,1.534,-21.729,-22.766,-15.137
0.085,-0.309,1.564,-29.602,-22.339,-14.832
0.079,-0.283,1.579,-31.555,-25.757,-15.808
0.091,-0.266,1.554,-29.297,-29.053,-15.625
0.087,-0.265,1.525,-27.100,-30.945,-15.198
0.102,-0.269,1.497,-28.992,-32.043,-14.465
0.120,-0.261,1.469,-35.156,-31.982,-12.878
0.127,-0.254,1.465,-43.579,-29.907,-9.399
0.125,-0.237,1.467,-52.856,-27.832,-5.981
0.125,-0.200,1.477,-60.669,-25.452,-3.235
0.126,-0.150,1.489,-64.819,-21.301,-0.610
0.109,-0.105,1.503,-63.477,-17.029,2.686
0.094,-0.076,1.507,-56.580,-14.160,5.554
0.083,-0.054,1.505,-45.471,-11.658,7.385
0.068,-0.060,1.497,-33.081,-9.644,8.667
0.064,-0.078,1.482,-21.545,-8.484,9.277
0.075,-0.092,1.470,-11.841,-8.972,8.728
0.082,-0.106,1.451,-4.883,-8.972,8.423
0.090,-0.111,1.437,-0.244,-7.629,7.751
0.089,-0.116,1.447,3.540,-6.470,6.714
0.096,-0.119,1.453,5.676,-5.920,5.371
0.110,-0.119,1.445,5.676,-5.188,4.333
0.119,-0.123,1.441,4.089,-4.211,4.150
0.107,-0.126,1.442,0.732,-3.723,4.211
0.060,-0.112,1.429,-3.723,-3.418,4.822
0.006,-0.099,1.406,-7.324,-0.977,5.188
-0.012,-0.088,1.373,-8.728,2.991,4.883
-0.017,-0.081,1.339,-8.118,7.385,4.578
-0.032,-0.088,1.303,-5.859,10.620,4.211
-0.042,-0.087,1.278,-4.822,12.512,3.357
-0.044,-0.088,1.266,-5.127,13.733,2.747
-0.043,-0.094,1.256,-6.897,14.893,1.770
-0.028,-0.096,1.244,-10.925,16.724,0.854
-0.010,-0.086,1.219,-16.296,18.433,0.488
0.000,-0.079,1.184,-22.156,19.348,0.244
0.003,-0.063,1.154,-28.198,20.508,0.793
-0.001,-0.040,1.110,-33.325,21.912,1.831
-0.021,-0.030,1.068,-36.072,24.353,3.418
-0.039,-0.011,1.033,-36.194,28.564,4.883
-0.061,-0.001,0.997,-32.654,32.715,4.944
-0.076,-0.008,0.965,-24.902,37.231,3.723
-0.080,0.015,0.977,-15.259,41.504,1.892
-0.060,0.020,0.975,-5.005,43.152,-0.305
-0.022,0.001,0.973,5.249,43.152,-0.610
0.005,-0.021,0.976,13.000,44.128,0.366
0.026,-0.039,0.976,16.907,45.898,1.709
0.041,-0.060,0.988,17.456,46.143,2.747
0.057,-0.071,1.001,14.465,44.556,3.052
0.062,-0.064,0.989,9.033,42.114,3.418
0.054,-0.039,0.966,4.395,41.077,4.456
0.035,-0.031,0.960,3.174,41.443,5.493
0.030,-0.037,0.987,4.944,42.908,5.920
0.038,-0.037,1.020,6.714,44.861,6.042
0.026,-0.040,1.039,7.812,44.556,5.737
0.023,-0.047,1.044,8.789,41.992,6.287
0.015,-0.044,1.025,8.789,38.269,6.958
0.020,-0.049,0.997,8.179,34.546,7.141
0.035,-0.052,0.956,7.385,31.189,6.470
0.063,-0.048,0.928,7.080,28.198,5.432
0.092,-0.047,0.925,7.080,25.269,4.456
0.106,-0.038,0.929,7.202,22.949,3.662
0.120,-0.026,0.916,7.263,21.912,2.869
0.121,-0.020,0.888,6.592,20.874,3.235
0.108,-0.020,0.849,4.822,18.738,4.822
0.092,-0.018,0.803,1.587,15.442,6.592
0.078,-0.017,0.757,-2.075,10.132,7.874
0.067,-0.015,0.721,-4.395,3.723,7.935
0.053,-0.014,0.695,-4.761,-0.549,7.874
0.054,-0.020,0.687,-1.892,-1.709,7.629
0.075,-0.031,0.676,2.747,-0.854,6.897
0.104,-0.047,0.666,6.165,-0.793,5.798
0.130,-0.048,0.650,6.226,-2.808,4.089
0.148,-0.046,0.638,3.723,-5.859,2.136
0.146,-0.042,0.627,-0.305,-8.118,0.305
0.134,-0.039,0.622,-5.066,-8.667,-1.526
0.116,-0.031,0.633,-9.033,-5.615,-2.014
0.099,-0.030,0.628,-11.047,2.625,-0.977
0.087,-0.031,0.620,-10.559,14.587,0.488
0.081,-0.035,0.620,-8.057,23.743,2.258
0.067,-0.036,0.621,-5.371,28.381,4.089
0.034,-0.033,0.601,-4.150,29.602,5.310
0.017,-0.029,0.576,-4.150,30.212,5.859
0.018,-0.035,0.547,-3.601,31.494,5.920
0.014,-0.048,0.523,-2.502,31.982,5.676
0.026,-0.056,0.514,-1.648,30.762,5.371
0.059,-0.066,0.526,-2.014,28.320,5.127
0.089,-0.068,0.536,-2.991,26.611,4.517
0.082,-0.062,0.530,-4.150,26.062,4.883
0.062,-0.053,0.521,-3.906,25.696,5.188
