aX,aY,aZ,gX,gY,gZ
0.057,-0.037,0.496,-1.465,24.963,4.761
0.059,-0.022,0.474,2.014,22.583,4.028
0.056,-0.009,0.467,5.249,18.616,3.235
0.059,-0.000,0.460,6.470,14.832,2.930
0.066,0.009,0.456,6.226,10.498,2.747
0.064,0.008,0.460,6.226,5.615,3.235
0.068,-0.001,0.473,6.897,0.854,3.174
0.081,-0.005,0.495,6.653,-3.723,2.686
0.097,-0.010,0.515,5.188,-7.812,2.319
0.116,-0.014,0.527,3.296,-11.475,1.770
0.129,-0.025,0.524,1.404,-14.221,1.465
0.138,-0.034,0.514,-0.427,-15.808,1.221
0.147,-0.032,0.507,-2.014,-16.479,1.221
0.147,-0.035,0.501,-2.197,-17.212,1.892
0.136,-0.042,0.508,-0.977,-18.188,2.747
0.116,-0.038,0.519,1.160,-19.470,2.808
0.116,-0.032,0.553,3.662,-20.569,2.197
0.123,-0.029,0.594,6.104,-22.400,0.732
0.127,-0.033,0.636,7.446,-24.475,-0.305
0.136,-0.034,0.664,7.751,-26.794,-1.099
0.137,-0.031,0.670,7.935,-30.273,-1.953
0.112,-0.036,0.672,9.155,-33.997,-2.563
0.054,-0.033,0.658,11.475,-36.682,-3.235
0.003,-0.019,0.651,15.503,-35.889,-4.089
-0.016,-0.022,0.663,21.240,-31.921,-4.028
-0.020,-0.034,0.699,26.733,-26.672,-2.869
0.002,-0.045,0.760,30.579,-20.874,-2.319
0.017,-0.056,0.827,31.494,-13.611,-2.197
0.033,-0.070,0.897,29.358,-6.897,-2.869
0.056,-0.072,0.958,23.132,-3.540,-3.723
0.079,-0.076,1.004,14.954,-5.737,-4.822
0.092,-0.080,0.993,6.653,-14.465,-6.531
0.104,-0.088,0.946,0.366,-25.391,-8.301
0.081,-0.083,0.870,-2.869,-33.020,-8.911
0.037,-0.079,0.796,-1.343,-34.973,-7.812
0.012,-0.072,0.732,4.028,-33.936,-7.568
0.004,-0.059,0.703,12.756,-33.203,-7.874
0.002,-0.052,0.710,24.048,-32.288,-7.690
0.022,-0.061,0.758,33.325,-24.048,-6.470
0.068,-0.081,0.858,37.292,-8.728,-4.883
0.128,-0.116,0.976,34.241,6.226,-2.319
0.201,-0.144,1.066,22.461,14.526,-0.549
0.233,-0.166,1.128,4.578,14.526,0.793
0.208,-0.169,1.130,-14.954,7.751,0.793
0.172,-0.160,1.086,-31.372,-2.075,-1.038
0.112,-0.095,0.951,-39.307,-14.282,-4.761
0.072,-0.057,0.839,-35.339,-19.714,-6.409
0.040,-0.038,0.743,-19.592,-18.921,-8.179
0.024,-0.022,0.713,2.686,-17.639,-11.353
0.031,-0.017,0.773,25.330,-15.442,-13.977
-0.010,-0.062,0.853,42.358,-11.414,-15.808
0.098,-0.102,0.998,49.316,-0.732,-16.907
0.163,-0.123,1.160,48.218,6.531,-16.541
0.179,-0.174,1.297,38.086,2.136,-12.817
0.164,-0.214,1.370,18.860,-3.967,-7.263
0.121,-0.206,1.369,-3.601,-8.179,-4.883
0.082,-0.164,1.324,-20.142,-13.428,-5.859
0.073,-0.132,1.290,-26.489,-20.874,-8.423
0.086,-0.091,1.247,-23.193,-27.588,-10.193
0.058,-0.071,1.223,-13.123,-31.006,-8.850
-0.004,-0.070,1.217,-2.258,-28.992,-6.958
-0.017,-0.074,1.236,6.042,-23.743,-7.019
0.016,-0.106,1.301,9.827,-19.287,-7.935
0.040,-0.134,1.391,8.667,-17.456,-7.446
0.063,-0.162,1.468,3.296,-16.602,-6.714
0.101,-0.170,1.518,-5.188,-13.733,-6.409
0.125,-0.158,1.580,-12.878,-10.620,-4.944
0.124,-0.143,1.617,-15.930,-10.193,-2.380
0.121,-0.129,1.638,-14.099,-10.986,-1.038
0.120,-0.122,1.629,-8.484,-13.611,-0.427
0.114,-0.136,1.609,-1.160,-18.311,0.366
0.109,-0.148,1.597,3.662,-20.447,1.099
0.108,-0.169,1.585,4.272,-19.592,2.136
0.130,-0.179,1.570,2.563,-17.456,2.686
0.151,-0.190,1.555,0.916,-14.343,2.502
0.154,-0.198,1.546,-1.526,-11.841,1.892
0.144,-0.178,1.510,-4.700,-10.315,0.793
0.129,-0.160,1.477,-6.836,-7.629,0.000
0.122,-0.151,1.448,-8.179,-3.967,0.305
0.124,-0.136,1.426,-8.728,-1.099,0.488
0.117,-0.124,1.401,-7.080,0.427,0.854
0.106,-0.122,1.381,-4.272,1.343,1.465
0.100,-0.126,1.367,-1.221,1.526,2.014
0.087,-0.142,1.369,1.831,0.244,2.197
0.099,-0.156,1.366,2.991,-1.831,2.136
0.106,-0.168,1.351,2.930,-3.479,2.380
0.095,-0.165,1.328,1.526,-3.967,3.662
0.096,-0.171,1.317,-0.488,-3.540,4.822
0.107,-0.167,1.314,-2.808,-3.601,5.188
0.096,-0.150,1.315,-4.272,-3.479,5.432
0.078,-0.139,1.310,-4.395,-2.197,5.554
0.065,-0.122,1.311,-1.892,-0.366,5.188
0.044,-0.110,1.305,2.502,1.099,4.578
0.013,-0.105,1.299,6.958,1.587,4.639
0.006,-0.108,1.288,10.315,1.587,4.517
0.022,-0.116,1.280,11.841,0.244,4.761
0.032,-0.133,1.288,11.658,-1.160,5.432
0.036,-0.143,1.285,9.155,-1.038,6.226
0.023,-0.143,1.256,5.493,0.488,6.409
0.019,-0.140,1.204,2.075,3.479,6.042
0.038,-0.133,1.146,-2.014,7.202,5.859
0.052,-0.129,1.107,-5.005,9.766,5.554
0.062,-0.117,1.086,-6.165,12.207,5.432
0.066,-0.113,1.075,-5.005,15.442,5.798
0.067,-0.109,1.072,-2.808,18.433,5.981
0.061,-0.107,1.081,-1.038,19.714,6.104
0.039,-0.092,1.102,0.305,19.287,6.836
0.026,-0.091,1.117,1.648,17.273,6.958
0.026,-0.098,1.122,3.113,14.160,5.737
0.023,-0.104,1.114,3.479,11.780,3.784
0.022,-0.106,1.114,3.845,10.925,2.014
0.039,-0.125,1.100,5.249,11.108,0.977
0.072,-0.132,1.082,6.714,10.864,0.366
0.101,-0.133,1.067,7.019,9.155,0.732
0.111,-0.126,1.057,6.897,5.798,1.770
0.113,-0.114,1.036,6.592,3.662,4.395
0.096,-0.104,1.014,6.042,4.456,7.446
0.068,-0.102,1.011,4.578,7.935,9.888
0.043,-0.100,1.030,1.831,13.062,11.963
0.014,-0.106,1.042,-1.465,18.799,13.000
-0.007,-0.109,1.055,-3.906,23.743,13.184
-0.008,-0.115,1.058,-5.066,26.672,12.085
0.005,-0.122,1.057,-7.019,29.602,10.254
0.017,-0.140,1.043,-10.071,33.691,7.996
0.014,-0.134,1.016,-14.221,37.720,5.737
0.001,-0.118,1.003,-17.578,40.405,3.906
0.003,-0.108,1.003,-18.188,41.199,1.709
0.023,-0.104,0.999,-17.334,40.466,0.671
0.029,-0.087,0.971,-16.479,38.269,0.793
0.004,-0.071,0.927,-15.808,34.302,1.099
-0.026,-0.057,0.877,-14.587,28.625,1.038
-0.042,-0.049,0.835,-12.878,22.400,0.427
-0.061,-0.047,0.783,-11.414,17.700,-0.061
-0.069,-0.049,0.730,-9.644,16.113,-0.610
-0.065,-0.054,0.684,-7.385,15.991,-1.648
-0.029,-0.051,0.634,-4.578,15.686,-2.625
-0.000,-0.046,0.580,-2.319,15.137,-2.991
0.025,-0.040,0.530,0.061,15.076,-3.540
0.041,-0.026,0.482,2.014,17.517,-3.601
0.062,-0.027,0.446,4.211,22.400,-3.174
0.074,-0.029,0.429,5.615,27.588,-2.502
0.074,-0.029,0.422,6.287,32.898,-1.648
0.075,-0.036,0.435,6.531,39.185,-1.221
0.069,-0.045,0.458,4.883,44.495,-0.244
0.065,-0.043,0.463,2.808,46.997,1.526
0.073,-0.049,0.443,2.930,46.753,3.357
0.081,-0.050,0.419,3.540,44.922,5.310
0.074,-0.049,0.402,5.066,42.542,7.507
0.082,-0.056,0.389,7.202,41.016,9.827
0.107,-0.054,0.380,9.705,38.391,11.292
0.126,-0.053,0.369,11.658,32.654,12.024
0.125,-0.047,0.361,12.390,25.696,13.123
0.110,-0.046,0.341,11.963,19.165,13.550
0.109,-0.050,0.333,11.597,13.611,12.939
0.100,-0.063,0.341,10.315,9.644,12.207
0.089,-0.067,0.339,7.812,7.263,11.780
0.087,-0.073,0.342,6.287,6.287,11.353
0.089,-0.080,0.355,6.226,5.859,10.437
0.084,-0.073,0.377,7.141,5.615,9.521
0.079,-0.069,0.394,8.057,4.517,8.362
0.092,-0.066,0.408,8.301,1.343,5.981
0.124,-0.069,0.426,7.507,-2.747,3.662
0.153,-0.066,0.446,6.409,-6.042,1.770
0.177,-0.072,0.466,5.493,-9.583,-0.183
0.189,-0.077,0.490,4.456,-13.855,-1.221
0.190,-0.091,0.513,3.052,-17.761,-2.747
0.197,-0.104,0.542,0.305,-20.447,-3.845
0.190,-0.120,0.561,-2.625,-21.729,-4.639
0.164,-0.124,0.586,-5.066,-20.142,-4.822
0.140,-0.120,0.603,-7.385,-15.625,-4.700
0.118,-0.111,0.608,-8.545,-10.315,-3.784
0.103,-0.098,0.615,-7.080,-6.958,-2.930
0.094,-0.072,0.619,-4.456,-6.409,-2.686
0.098,-0.053,0.623,-0.916,-7.629,-3.174
0.089,-0.050,0.632,2.319,-9.216,-4.395
0.112,-0.040,0.654,4.822,-11.108,-6.287
0.127,-0.047,0.667,6.104,-13.855,-9.338
0.131,-0.066,0.685,5.554,-16.846,-11.780
0.131,-0.084,0.716,4.333,-16.174,-12.878
0.129,-0.089,0.729,3.845,-9.949,-12.451
0.114,-0.088,0.752,6.226,-1.648,-10.437
0.116,-0.077,0.769,11.353,6.470,-9.399
0.121,-0.070,0.820,19.409,10.559,-9.338
0.147,-0.087,0.877,27.771,11.597,-8.911
0.183,-0.101,0.944,32.104,9.460,-8.972
0.193,-0.123,0.991,28.748,4.578,-8.301
0.201,-0.128,0.982,18.188,-2.441,-7.446
0.209,-0.123,0.940,4.333,-10.864,-6.104
0.211,-0.140,0.905,-9.766,-21.973,-5.493
0.171,-0.130,0.853,-23.437,-33.020,-5.188
0.098,-0.096,0.809,-31.555,-40.405,-3.845
0.000,-0.076,0.791,-29.785,-40.466,-1.709
-0.057,-0.053,0.797,-19.165,-30.945,-1.038
-0.077,-0.046,0.855,-1.648,-16.235,-1.831
-0.044,-0.055,0.936,19.836,-3.784,-3.540
0.018,-0.081,1.038,40.405,4.456,-5.310
0.099,-0.133,1.137,53.589,8.667,-5.127
0.173,-0.182,1.208,54.321,9.033,-2.869
0.229,-0.211,1.246,43.396,5.066,-0.122
0.265,-0.235,1.222,24.292,-1.038,1.099
0.186,-0.212,1.107,0.244,-5.737,-0.671
0.163,-0.180,1.029,-21.973,-7.690,-3.662
0.079,-0.107,0.934,-34.180,-17.578,-8.179
-0.006,-0.075,0.931,-35.034,-25.085,-9.399
-0.012,-0.054,0.991,-27.039,-28.442,-9.827
0.029,-0.076,1.074,-15.320,-29.236,-10.925
0.090,-0.091,1.158,-3.967,-31.799,-11.536
0.172,-0.123,1.266,4.333,-36.133,-10.376
0.232,-0.164,1.359,7.141,-41.870,-8.606
0.239,-0.190,1.361,2.380,-44.067,-6.714
0.190,-0.196,1.325,-8.789,-38.696,-4.272
0.095,-0.187,1.304,-23.071,-28.870,-2.380
0.065,-0.157,1.277,-36.560,-20.325,-4.761
0.061,-0.123,1.278,-44.189,-18.311,-7.446
0.079,-0.079,1.322,-45.349,-20.752,-8.606
0.132,-0.118,1.386,-42.847,-23.132,-8.362
0.164,-0.089,1.449,-36.926,-27.039,-7.935
0.184,-0.089,1.483,-29.236,-33.691,-8.118
0.194,-0.075,1.497,-22.339,-36.682,-8.118
0.189,-0.068,1.503,-16.602,-35.889,-6.958
0.187,-0.067,1.518,-11.719,-31.982,-5.676
0.191,-0.075,1.539,-7.935,-25.024,-4.089
0.214,-0.087,1.568,-4.211,-16.541,-3.113
0.237,-0.099,1.592,-0.610,-9.644,-2.563
0.250,-0.126,1.622,1.831,-5.371,-1.587
0.258,-0.133,1.636,2.319,-3.906,-1.038
0.255,-0.124,1.620,2.747,-4.456,-0.061
0.234,-0.123,1.619,5.066,-5.493,0.732
0.214,-0.117,1.609,8.972,-7.446,0.793
0.215,-0.133,1.582,13.306,-10.254,0.427
0.212,-0.149,1.574,15.076,-13.306,-0.061
0.207,-0.152,1.568,13.367,-16.846,-0.061
0.202,-0.159,1.558,10.193,-21.545,0.671
0.193,-0.157,1.544,6.470,-25.513,2.014
0.177,-0.149,1.506,3.296,-26.855,3.418
0.155,-0.132,1.474,2.075,-24.353,4.395
0.154,-0.122,1.438,2.563,-20.386,5.188
0.150,-0.124,1.404,3.113,-15.991,5.798
0.138,-0.118,1.383,2.747,-10.620,6.775
0.121,-0.110,1.375,2.502,-6.592,6.775
0.096,-0.113,1.364,3.418,-4.944,6.714
0.077,-0.118,1.351,4.944,-3.540,6.470
0.060,-0.116,1.345,5.920,-2.869,6.104
0.059,-0.129,1.341,6.042,-3.418,4.944
0.068,-0.140,1.335,4.028,-5.371,4.150
0.075,-0.133,1.337,0.854,-6.653,3.784
0.086,-0.128,1.344,-1.831,-6.958,4.150
0.096,-0.129,1.345,-3.906,-7.629,5.310
0.089,-0.121,1.327,-6.042,-8.423,6.714
0.064,-0.104,1.291,-8.728,-8.057,7.446
0.010,-0.087,1.262,-9.888,-5.920,8.606
-0.029,-0.080,1.226,-8.789,-0.854,8.423
-0.044,-0.078,1.190,-5.798,7.751,7.751
-0.044,-0.078,1.158,-0.671,16.907,7.263
-0.036,-0.086,1.149,5.432,23.193,6.165
-0.026,-0.101,1.140,10.437,25.757,4.944
-0.009,-0.122,1.121,13.000,26.245,4.395
0.026,-0.140,1.100,12.573,26.855,3.967
0.058,-0.137,1.074,9.705,27.771,3.540
0.077,-0.135,1.062,6.775,28.076,3.662
0.089,-0.131,1.056,4.639,26.184,2.441
0.084,-0.110,1.035,2.686,22.522,1.160
0.062,-0.097,0.999,2.380,17.151,0.305
0.024,-0.078,0.969,4.028,11.719,0.671
-0.021,-0.063,0.929,7.263,6.287,2.258
-0.042,-0.059,0.891,12.634,3.052,4.333
-0.027,-0.058,0.860,19.897,4.089,6.165
0.007,-0.064,0.856,26.428,8.240,7.935
0.040,-0.079,0.875,31.006,12.939,10.986
0.060,-0.113,0.905,32.532,17.090,13.184
0.076,-0.124,0.929,30.334,23.132,13.672
0.099,-0.130,0.932,25.269,30.396,13.062
0.086,-0.132,0.920,18.860,36.255,12.512
0.064,-0.133,0.897,11.292,41.077,12.329
0.013,-0.119,0.871,3.601,44.617,11.841
-0.067,-0.110,0.858,-1.770,44.495,11.230
-0.111,-0.098,0.835,-2.991,40.161,10.376
-0.106,-0.100,0.822,-0.671,35.217,8.789
-0.075,-0.089,0.824,3.174,31.555,7.935
-0.022,-0.098,0.833,7.141,26.794,7.446
0.008,-0.111,0.840,8.850,19.958,7.874
0.028,-0.120,0.828,6.226,13.000,8.545
0.047,-0.127,0.790,-0.916,7.202,8.972
0.034,-0.119,0.717,-10.803,2.136,10.315
0.011,-0.108,0.648,-19.409,0.488,10.254
-0.004,-0.082,0.559,-25.085,4.272,9.766
-0.020,-0.063,0.466,-26.672,12.756,9.460
-0.029,-0.063,0.414,-22.949,22.278,8.484
-0.013,-0.062,0.395,-16.846,29.663,7.019
-0.001,-0.068,0.381,-10.803,34.668,5.920
0.006,-0.074,0.388,-5.981,37.598,4.700
0.025,-0.078,0.391,-3.418,38.818,3.967
0.052,-0.085,0.390,-2.502,38.757,3.357
0.090,-0.087,0.384,-4.150,40.588,3.052
0.126,-0.087,0.385,-7.507,43.762,2.991
0.143,-0.091,0.388,-11.414,44.067,2.991
0.138,-0.080,0.379,-15.930,40.771,2.563
0.120,-0.070,0.362,-20.020,35.828,1.648
0.110,-0.054,0.331,-20.935,30.762,0.610
0.107,-0.046,0.298,-19.165,25.635,-0.549
0.094,-0.036,0.262,-15.625,20.264,-0.610
0.069,-0.029,0.238,-10.498,13.367,-0.854
0.052,-0.021,0.229,-4.456,6.287,-1.221
0.026,-0.018,0.232,1.465,-0.427,-1.587
0.031,-0.019,0.257,6.165,-4.028,-2.014
0.053,-0.017,0.294,8.728,-3.296,-2.380
0.073,-0.019,0.325,9.705,-2.136,-2.197
0.102,-0.025,0.348,10.193,-2.869,-1.892
0.141,-0.040,0.382,10.010,-6.470,-1.465
0.175,-0.055,0.430,7.812,-12.085,-1.221
0.183,-0.070,0.468,2.930,-17.029,-1.282
0.170,-0.074,0.486,-2.686,-20.569,-0.610
0.134,-0.073,0.495,-6.653,-23.621,0.183
0.096,-0.067,0.514,-6.958,-25.452,0.549
0.053,-0.061,0.532,-5.005,-27.100,1.099
0.018,-0.051,0.531,-1.160,-28.992,1.099
0.003,-0.035,0.534,4.333,-28.015,0.122
0.009,-0.037,0.571,10.132,-24.475,-2.075
0.030,-0.043,0.630,14.526,-21.973,-4.333
0.056,-0.052,0.703,16.235,-21.240,-5.615
0.084,-0.085,0.784,15.442,-21.179,-6.836
0.100,-0.127,0.853,10.559,-19.775,-7.080
0.106,-0.149,0.884,0.732,-17.029,-6.714
0.090,-0.150,0.897,-10.864,-17.395,-6.775
0.050,-0.137,0.865,-20.935,-23.621,-6.775
0.005,-0.101,0.789,-25.635,-31.128,-6.836
-0.027,-0.044,0.703,-22.644,-33.264,-7.629
-0.032,0.000,0.652,-11.108,-29.602,-8.179
-0.029,0.014,0.651,5.737,-22.339,-8.301
-0.021,-0.001,0.682,22.034,-16.541,-8.362
0.007,-0.037,0.751,32.776,-15.442,-8.362
0.040,-0.089,0.860,33.997,-17.578,-8.118
0.098,-0.141,0.947,23.376,-21.362,-7.019
0.115,-0.159,0.975,5.188,-26.001,-5.005
0.140,-0.162,0.955,-14.709,-27.405,-2.197
0.170,-0.141,0.922,-30.579,-26.611,-0.732
0.164,-0.125,0.868,-37.781,-29.480,-0.916
0.123,-0.080,0.813,-34.485,-36.316,-2.258
0.038,-0.031,0.768,-21.301,-41.016,-3.906
-0.050,-0.010,0.765,-1.221,-40.222,-4.395
-0.090,-0.004,0.812,21.057,-34.180,-4.883
-0.100,-0.029,0.909,40.649,-26.733,-6.165
-0.088,-0.093,1.026,51.147,-21.057,-7.019
-0.048,-0.136,1.111,49.133,-14.282,-6.836
0.026,-0.164,1.204,36.865,-2.014,-3.906
0.091,-0.190,1.262,21.301,10.681,1.099
0.157,-0.199,1.312,7.812,23.254,5.493
0.146,-0.163,1.276,3.967,21.973,6.653
0.085,-0.159,1.239,8.057,12.756,7.385
0.021,-0.168,1.197,15.503,1.465,5.310
-0.026,-0.170,1.146,21.179,-9.277,-1.099
-0.060,-0.167,1.099,24.414,-16.418,-7.141
-0.065,-0.164,1.083,23.010,-18.677,-11.108
-0.047,-0.160,1.096,18.250,-23.254,-14.404
-0.008,-0.171,1.166,10.498,-31.311,-16.968
0.017,-0.175,1.295,-1.465,-39.001,-17.883
0.058,-0.172,1.384,-15.320,-35.950,-15.747
0.089,-0.162,1.448,-27.710,-22.705,-10.376
0.087,-0.159,1.502,-36.987,-9.949,-4.639
0.070,-0.134,1.500,-42.969,-4.822,-1.038
0.035,-0.086,1.468,-41.626,-6.470,0.366
-0.007,-0.055,1.439,-31.799,-12.512,1.221
-0.029,-0.053,1.427,-16.296,-19.104,0.793
0.010,-0.086,1.450,-0.793,-23.132,-1.221
0.067,-0.125,1.497,9.644,-25.940,-3.296
0.111,-0.160,1.565,13.245,-27.649,-4.517
0.162,-0.190,1.625,10.376,-26.184,-4.639
0.218,-0.210,1.677,3.662,-22.888,-3.723
0.283,-0.205,1.701,-5.554,-19.043,-2.319
0.291,-0.221,1.745,-14.404,-20.203,-0.977
0.249,-0.186,1.743,-20.081,-29.175,-0.244
0.223,-0.170,1.721,-22.766,-22.339,2.991
0.155,-0.122,1.665,-21.729,-14.893,4.150
0.122,-0.098,1.620,-16.724,-8.484,4.150
0.117,-0.097,1.584,-9.460,-5.554,3.174
0.106,-0.105,1.567,-3.296,-3.723,2.625
0.103,-0.117,1.568,0.916,-2.197,2.625
0.134,-0.139,1.568,2.075,-0.671,3.174
0.181,-0.154,1.569,0.427,3.296,3.906
0.191,-0.164,1.570,-3.174,7.141,6.165
0.188,-0.161,1.548,-6.714,8.423,8.240
0.187,-0.151,1.511,-9.399,9.033,10.071
0.166,-0.141,1.479,-9.399,10.010,11.780
0.124,-0.135,1.438,-7.568,11.108,12.695
0.096,-0.123,1.388,-5.310,12.878,13.000
0.057,-0.100,1.342,-4.272,13.794,12.756
0.020,-0.095,1.328,-3.479,14.282,12.390
0.005,-0.088,1.325,-2.319,10.925,10.376
0.013,-0.095,1.339,-2.319,5.737,7.446
0.031,-0.106,1.357,-3.723,0.549,4.761
0.047,-0.112,1.373,-6.836,-2.319,3.662
0.037,-0.113,1.386,-10.010,-3.540,3.723
0.024,-0.103,1.364,-11.719,-2.136,4.333
0.027,-0.111,1.320,-12.634,2.502,4.822
0.034,-0.124,1.286,-13.489,8.545,4.272
0.047,-0.121,1.225,-15.747,11.902,2.502
0.028,-0.110,1.186,-19.043,12.207,0.793
0.000,-0.093,1.167,-22.705,12.268,-0.549
-0.019,-0.074,1.142,-25.452,12.451,-1.953
-0.020,-0.052,1.126,-26.001,12.878,-3.967
-0.021,-0.025,1.128,-24.292,12.329,-5.615
-0.042,0.001,1.132,-21.423,11.902,-5.615
-0.077,0.015,1.123,-16.785,12.573,-4.761
-0.087,0.011,1.106,-9.766,14.343,-5.127
-0.056,0.007,1.087,-0.549,18.738,-5.554
-0.017,-0.014,1.058,9.766,26.733,-4.456
0.023,-0.039,1.040,19.592,38.269,-3.052
0.070,-0.062,1.034,26.794,50.293,-2.686
0.091,-0.079,1.038,29.968,57.617,-2.075
0.084,-0.085,1.042,28.503,60.303,-0.977
0.084,-0.095,1.037,23.682,61.951,0.061
0.084,-0.097,1.030,16.724,63.599,1.648
0.066,-0.078,1.011,10.986,62.195,3.479
0.054,-0.061,0.981,8.301,57.312,4.883
0.049,-0.052,0.955,8.484,51.025,5.615
0.037,-0.034,0.921,10.742,44.983,6.470
0.020,-0.026,0.890,14.709,40.527,8.057
0.018,-0.044,0.881,20.569,37.842,9.216
0.020,-0.060,0.877,24.841,34.607,9.155
0.032,-0.089,0.861,25.635,30.701,9.155
0.052,-0.105,0.851,22.888,25.696,8.606
0.059,-0.124,0.855,16.541,19.592,8.850
0.072,-0.126,0.859,7.507,16.418,10.010
0.075,-0.109,0.844,-2.258,16.113,10.681
0.052,-0.094,0.820,-10.071,16.174,11.047
0.033,-0.073,0.779,-13.611,16.602,10.315
0.008,-0.051,0.713,-13.184,14.099,7.996
-0.010,-0.048,0.650,-9.521,7.446,5.005
-0.002,-0.048,0.596,-4.089,-1.465,1.282
0.000,-0.055,0.551,0.488,-9.766,-1.648
0.020,-0.052,0.491,2.075,-16.846,-3.845
0.038,-0.046,0.410,1.404,-21.057,-5.554
0.031,-0.052,0.335,-0.122,-22.400,-6.165
0.037,-0.051,0.281,-2.747,-20.508,-6.348
0.049,-0.046,0.251,-6.836,-14.099,-7.690
0.070,-0.057,0.251,-12.268,-5.981,-9.644
0.095,-0.054,0.256,-18.799,2.991,-10.986
0.095,-0.056,0.263,-25.208,10.559,-10.986
0.077,-0.054,0.291,-29.419,15.869,-10.498
0.067,-0.049,0.337,-30.151,21.973,-8.728
0.061,-0.028,0.377,-27.832,30.640,-6.104
0.056,-0.022,0.421,-22.156,38.940,-2.808
0.049,-0.017,0.439,-14.160,43.701,0.488
0.031,-0.019,0.428,-4.089,46.143,3.662
0.026,-0.029,0.409,6.226,46.204,6.348
0.027,-0.035,0.384,14.099,43.396,8.484
0.030,-0.039,0.358,18.005,38.147,9.827
0.044,-0.045,0.335,18.433,32.227,10.010
0.064,-0.038,0.320,16.846,26.978,9.277
0.068,-0.030,0.307,14.893,21.179,8.362
0.067,-0.025,0.310,13.855,15.320,7.202
0.076,-0.023,0.335,14.160,11.536,5.981
0.097,-0.020,0.362,15.686,11.169,4.272
0.129,-0.019,0.404,18.921,10.864,2.075
0.158,-0.025,0.453,21.851,10.193,0.671
0.171,-0.046,0.504,23.193,10.376,0.305
0.172,-0.064,0.539,23.193,9.888,-0.122
0.165,-0.081,0.586,22.522,7.202,0.244
0.142,-0.094,0.623,20.691,2.747,1.953
0.118,-0.110,0.642,18.738,-3.113,3.601
0.089,-0.120,0.648,16.296,-9.583,4.395
0.059,-0.116,0.654,13.000,-15.320,4.395
0.041,-0.105,0.654,9.949,-20.325,2.686
0.037,-0.100,0.656,7.629,-27.100,-0.610
0.050,-0.093,0.667,5.859,-35.522,-4.761
0.069,-0.095,0.684,4.761,-43.640,-8.911
0.086,-0.110,0.710,2.808,-49.805,-12.939
0.118,-0.123,0.728,-0.427,-53.040,-14.954
0.131,-0.133,0.732,-4.578,-53.528,-16.235
0.117,-0.140,0.736,-9.949,-53.833,-15.869
0.106,-0.131,0.735,-15.381,-53.406,-14.099
0.093,-0.105,0.730,-19.653,-50.781,-12.146
0.061,-0.080,0.735,-22.705,-47.058,-10.315
0.023,-0.062,0.758,-24.780,-44.922,-9.338
0.010,-0.060,0.791,-27.161,-43.274,-8.972
0.015,-0.066,0.836,-30.762,-42.969,-8.972
0.027,-0.074,0.880,-35.339,-45.410,-8.240
0.010,-0.095,0.919,-41.138,-49.683,-6.592
-0.009,-0.106,0.933,-48.096,-54.138,-4.211
0.021,-0.093,0.926,-54.260,-55.420,-1.465
0.046,-0.066,0.905,-56.580,-54.626,1.709
0.083,-0.050,0.871,-53.833,-54.688,2.808
0.097,-0.016,0.850,-47.668,-55.847,1.099
0.063,0.016,0.824,-38.879,-55.725,-1.404
0.020,0.046,0.815,-27.283,-50.598,-2.686
-0.016,0.047,0.858,-14.282,-38.513,-2.075
-0.032,0.031,0.920,-3.784,-24.170,-0.977
-0.025,-0.005,0.979,0.793,-14.709,0.671
-0.015,-0.010,1.029,-1.099,-13.672,2.319
0.004,-0.005,1.045,-7.080,-18.982,3.540
0.006,0.013,0.998,-13.367,-26.550,4.456
-0.041,0.049,0.944,-14.954,-31.189,4.517
-0.101,0.095,0.909,-9.094,-27.588,5.493
-0.093,0.130,0.916,4.761,-14.343,7.324
-0.172,0.098,0.936,24.597,-0.549,7.446
-0.064,0.084,1.050,45.044,14.282,5.066
0.016,0.044,1.164,61.523,21.484,1.770
0.060,0.017,1.261,69.641,18.311,-0.366
0.062,-0.026,1.329,69.519,10.620,1.343
0.046,-0.044,1.358,62.622,0.977,2.686
0.042,-0.042,1.347,53.528,-7.568,2.441
0.005,-0.045,1.309,46.570,-17.395,2.075
-0.044,-0.037,1.266,44.006,-27.100,2.014
-0.078,-0.041,1.218,45.349,-33.508,1.099
-0.101,-0.072,1.165,48.584,-34.058,0.000
-0.114,-0.095,1.141,49.255,-28.320,-0.488
-0.096,-0.115,1.136,47.058,-21.362,-0.916
-0.069,-0.144,1.190,41.382,-16.174,-2.441
-0.036,-0.181,1.297,30.701,-12.268,-3.723
0.012,-0.190,1.392,15.564,-8.606,-3.357
0.032,-0.178,1.468,0.061,-5.066,-2.380
0.048,-0.162,1.526,-12.573,-2.808,-2.075
0.079,-0.174,1.587,-21.851,-1.526,-1.221
0.090,-0.186,1.599,-25.574,-4.272,-1.160
0.105,-0.184,1.563,-28.503,-7.263,-1.160
0.102,-0.207,1.523,-32.959,-7.324,0.488
0.089,-0.203,1.496,-41.138,-3.967,3.357
0.079,-0.175,1.495,-51.636,0.061,6.897
0.108,-0.110,1.472,-59.875,2.930,7.935
0.123,-0.107,1.546,-62.744,1.038,7.141
0.082,-0.036,1.551,-59.387,-14.038,4.700
0.138,-0.029,1.582,-53.955,-11.841,6.104
0.169,-0.014,1.611,-46.570,-9.460,5.737
0.145,0.001,1.618,-38.025,-9.827,5.676
0.134,0.004,1.603,-29.907,-6.409,6.714
