Channel_0,Channel_1,Channel_2,Channel_3
Distance: 302.03 cm
Distance: 302.03 cm
Distance: 301.96 cm
Distance: 302.03 cm
Distance: 301.96 cm
Distance: 301.96 cm
Distance: 302.03 cm
Distance: 301.96 cm
Distance: 301.96 cm
Distance: 133.54 cm
Distance: 133.54 cm
Distance: 133.47 cm
Distance: 36.05 cm
Distance: < 2 cm
Distance: > 400 cm
Distance: > 400 cm
Distance: 253.94 cm
Distance: 230.55 cm
Distance: 230.55 cm
