aX,aY,aZ,gX,gY,gZ
-3.822,0.065,1.013,65.308,29.053,93.445
-3.789,0.344,0.773,77.759,-4.639,130.676
-3.674,0.703,0.545,76.538,-25.085,167.480
-3.446,1.091,0.374,70.068,-28.259,206.299
-3.108,1.509,0.262,60.608,-21.667,242.737
-2.679,1.915,0.123,46.204,-14.587,275.330
-2.307,2.301,-0.006,26.489,-12.634,300.293
-2.110,2.607,0.139,2.136,-17.273,312.561
-1.897,2.883,0.415,-22.583,-26.367,320.923
-1.546,3.212,0.480,-31.982,-32.349,336.182
-1.133,3.400,0.535,-23.071,-37.659,350.708
-0.783,3.443,0.596,-20.386,-57.861,352.051
-0.480,3.471,0.595,-26.306,-91.125,343.567
0.065,3.483,0.750,-26.611,-112.061,337.097
0.826,3.458,0.976,-24.841,-120.422,330.078
1.550,3.391,1.120,-22.766,-138.184,305.664
2.054,3.260,1.314,-22.156,-161.377,261.475
2.193,3.051,1.610,-25.574,-176.819,208.313
2.237,2.809,1.928,-29.541,-177.002,154.175
2.412,2.555,2.136,-28.442,-159.302,107.422
2.724,2.305,2.233,-21.179,-124.634,66.833
3.003,2.061,2.316,-13.794,-82.275,23.499
3.254,1.843,2.422,-9.888,-39.368,-23.865
3.395,1.655,2.476,-4.456,-1.587,-72.327
3.466,1.534,2.443,5.188,22.095,-118.347
3.453,1.393,2.349,20.142,27.283,-165.405
3.253,1.268,2.236,35.278,24.475,-217.590
2.770,1.127,2.077,47.546,21.301,-271.118
2.193,0.839,1.936,55.298,28.381,-316.162
1.746,0.436,1.785,57.739,45.776,-348.938
1.235,0.082,1.662,55.969,59.204,-372.559
0.589,-0.333,1.463,53.894,53.223,-387.329
-0.061,-0.803,1.148,57.373,37.598,-391.235
-0.617,-1.359,0.850,58.105,35.217,-381.226
-0.999,-1.813,0.658,41.565,50.049,-356.323
-1.220,-2.055,0.701,17.883,74.707,-323.181
-1.315,-2.106,0.851,4.578,92.407,-285.400
-1.393,-2.054,1.079,1.831,93.140,-252.686
-1.575,-1.970,1.168,2.075,74.219,-225.159
-1.892,-1.874,1.147,12.024,47.607,-197.998
-2.348,-1.857,1.116,23.315,38.574,-173.767
-2.889,-1.874,0.993,18.127,55.725,-145.935
-3.256,-1.810,1.048,4.211,89.050,-110.657
-3.351,-1.622,1.078,0.671,121.033,-66.650
-3.379,-1.402,1.103,9.094,122.986,-19.775
-3.301,-1.116,1.114,14.648,86.243,14.587
-3.206,-0.779,1.027,27.100,39.368,43.701
-3.064,-0.499,0.769,52.002,4.761,74.219
-3.001,-0.243,0.496,65.979,-24.353,98.572
-3.094,0.055,0.407,57.922,-47.913,114.929
-3.194,0.424,0.354,46.875,-51.270,135.986
-3.146,0.802,0.355,45.349,-43.518,166.992
-3.039,1.232,0.335,42.847,-39.917,199.158
-2.868,1.656,0.232,36.133,-36.865,229.736
-2.563,2.001,0.108,26.855,-35.706,257.996
-2.202,2.289,0.152,10.681,-36.194,282.166
-1.805,2.622,0.287,-12.512,-33.752,299.683
-1.383,2.976,0.363,-30.884,-28.137,313.904
-0.894,3.179,0.538,-40.527,-26.855,321.594
-0.384,3.283,0.905,-47.546,-34.912,316.040
0.178,3.376,1.113,-47.546,-52.979,300.354
0.498,3.268,1.218,-31.799,-86.121,276.611
0.499,3.106,1.325,-18.555,-133.606,247.498
0.444,2.908,1.247,-8.362,-168.457,221.130
0.606,2.721,1.141,8.484,-163.635,205.566
0.892,2.563,1.196,13.611,-128.662,193.115
1.164,2.402,1.408,-0.366,-95.764,172.424
1.471,2.245,1.675,-17.822,-69.153,143.005
2.143,1.879,2.137,-17.700,-41.992,78.491
2.542,1.724,2.269,-8.362,-51.025,46.326
2.781,1.568,2.266,5.371,-60.547,7.080
2.919,1.461,2.213,18.616,-54.321,-35.400
3.124,1.396,2.141,25.208,-35.156,-79.224
3.097,1.326,2.058,25.879,-17.151,-129.761
2.884,1.257,1.985,25.635,0.488,-185.791
2.537,1.130,1.909,24.475,26.306,-239.685
2.077,0.942,1.867,20.813,52.246,-287.903
1.613,0.639,1.811,17.639,68.787,-326.416
1.179,0.198,1.753,18.616,74.036,-353.088
0.777,-0.303,1.791,23.315,68.970,-368.225
0.284,-0.747,1.751,31.982,51.575,-375.122
-0.192,-1.158,1.441,49.805,38.635,-370.239
-0.541,-1.490,0.936,64.880,47.668,-352.783
-0.908,-1.757,0.484,59.448,81.970,-328.613
-1.044,-1.887,0.392,28.931,140.686,-296.814
-1.053,-1.892,0.587,-14.221,199.707,-265.686
-1.114,-1.850,0.984,-43.457,225.403,-231.750
-1.250,-1.802,1.419,-44.006,195.496,-200.806
-1.638,-1.808,1.742,-23.254,110.413,-180.847
-2.093,-1.817,1.550,12.268,20.203,-166.809
-2.297,-1.780,1.070,56.335,-17.029,-139.526
-2.398,-1.679,0.625,79.285,-14.221,-105.225
-2.631,-1.549,0.275,69.885,5.005,-78.735
-2.808,-1.317,0.344,40.771,41.382,-48.828
-2.823,-1.044,0.542,13.123,77.698,-17.090
-2.839,-0.691,0.775,10.376,97.534,12.451
-2.935,-0.517,1.051,21.545,83.740,38.879
-3.093,-0.309,1.224,34.729,38.086,61.462
-3.315,-0.082,1.247,56.274,-11.414,83.984
-3.465,0.130,1.144,78.308,-48.340,111.633
-3.453,0.430,0.938,88.318,-66.589,144.165
-3.375,0.780,0.762,85.632,-65.857,177.734
-3.248,1.148,0.693,73.669,-51.758,210.144
-2.957,1.501,0.669,56.702,-34.973,245.117
-2.577,1.886,0.583,39.612,-26.733,280.334
-2.256,2.242,0.458,24.536,-31.616,307.068
-1.909,2.515,0.423,5.127,-48.401,318.726
-1.587,2.762,0.602,-23.010,-67.810,323.547
-1.162,3.019,0.877,-46.936,-70.435,330.872
-0.566,3.234,1.157,-47.668,-61.340,342.041
0.150,3.319,1.269,-29.846,-62.439,344.910
0.534,3.307,1.282,-6.836,-84.717,326.111
0.638,3.134,1.196,6.531,-113.586,286.072
0.623,2.990,1.139,7.507,-125.061,249.023
0.590,2.824,1.155,4.822,-116.943,219.177
0.676,2.698,1.314,-3.418,-108.154,197.937
0.973,2.568,1.498,-13.123,-109.009,184.143
1.454,2.442,1.554,-14.587,-115.784,167.969
1.966,2.300,1.647,-13.000,-119.873,144.043
2.369,2.142,1.834,-19.287,-119.568,102.417
2.635,1.997,1.991,-26.978,-106.140,53.345
2.863,1.855,2.126,-26.733,-75.867,4.822
3.099,1.692,2.202,-24.231,-40.466,-43.945
3.222,1.498,2.220,-21.973,-12.817,-96.741
3.222,1.321,2.198,-15.442,8.911,-152.222
3.161,1.157,2.093,-3.845,26.367,-207.275
2.910,0.881,1.951,10.010,30.090,-261.292
2.448,0.649,1.865,18.555,28.198,-313.538
1.802,0.346,1.846,17.212,30.640,-358.643
1.019,0.031,1.773,14.587,27.283,-389.832
0.208,-0.358,1.707,22.461,21.484,-402.527
-0.419,-0.951,1.689,36.804,19.592,-400.146
-0.729,-1.480,1.516,48.706,24.597,-379.883
-0.985,-1.916,1.115,64.148,37.354,-347.351
-1.103,-2.273,0.689,76.416,56.335,-310.547
-1.232,-2.500,0.339,69.275,68.237,-277.405
-1.477,-2.586,0.138,44.128,75.256,-245.789
-1.593,-2.592,0.188,8.850,88.379,-204.895
-1.433,-2.378,0.378,-22.400,99.976,-155.334
-1.216,-2.105,0.784,-40.344,101.685,-114.929
-1.058,-1.864,1.155,-44.861,100.037,-94.360
-1.010,-1.659,1.311,-31.494,103.821,-82.520
-1.160,-1.493,1.269,-1.892,95.886,-72.266
-1.738,-1.421,0.999,27.832,57.556,-68.665
-2.251,-1.327,0.743,38.208,13.489,-60.486
-2.489,-1.201,0.569,32.593,-9.583,-38.025
-2.568,-0.995,0.394,28.442,-16.479,-5.127
-2.616,-0.743,0.413,23.926,-13.306,27.954
-2.572,-0.399,0.698,13.306,-0.305,51.880
-2.401,-0.001,0.862,15.198,27.100,74.951
-2.188,0.294,0.800,40.405,49.377,103.455
-2.071,0.563,0.673,63.232,40.161,119.202
-2.188,0.818,0.691,62.256,2.380,119.141
-2.454,1.109,0.805,47.546,-26.855,117.188
-2.694,1.433,0.892,39.490,-32.837,127.563
-2.896,1.734,0.941,39.124,-30.762,153.076
-2.995,1.972,0.914,36.133,-35.950,185.364
-2.873,2.258,0.757,27.405,-48.340,221.558
-2.550,2.560,0.508,13.245,-62.744,256.775
-2.194,2.802,0.428,-2.991,-68.726,282.959
-1.742,3.051,0.527,-23.010,-52.856,305.176
-1.175,3.213,0.613,-42.847,-26.062,323.669
-0.430,3.320,0.774,-51.025,-2.258,334.045
0.363,3.343,0.993,-51.880,9.460,328.918
0.713,3.294,1.154,-48.706,-11.047,299.805
0.667,3.138,1.163,-38.025,-57.190,258.301
0.630,2.940,0.986,-25.269,-93.628,225.220
0.616,2.687,0.887,-21.973,-102.844,202.393
0.687,2.482,1.062,-37.720,-92.773,183.472
0.943,2.288,1.430,-62.561,-77.271,166.504
1.441,2.127,1.731,-71.533,-66.162,149.048
2.119,1.979,1.911,-60.181,-57.922,127.380
2.687,1.793,1.983,-42.297,-66.528,94.727
3.087,1.575,1.973,-27.283,-92.773,48.523
3.341,1.394,1.920,-16.785,-109.070,-5.676
3.530,1.270,1.903,-11.475,-96.252,-61.890
3.458,1.158,1.900,-9.460,-68.665,-121.704
3.197,1.057,1.962,-11.230,-34.912,-181.641
2.938,1.056,2.067,-16.724,6.592,-236.511
2.575,1.091,2.129,-17.944,44.373,-285.400
2.087,0.893,2.078,-15.015,61.340,-327.087
1.747,0.498,1.970,-9.888,60.913,-357.361
1.458,0.043,1.916,-3.723,51.025,-377.502
1.008,-0.481,1.972,0.732,27.100,-392.517
0.365,-1.016,1.913,12.268,-4.517,-401.001
-0.407,-1.416,1.548,39.368,-16.541,-394.165
-1.077,-1.803,1.051,68.481,6.226,-365.601
-1.840,-2.276,0.295,64.331,96.863,-268.372
-1.850,-2.373,0.321,32.959,135.864,-215.759
-1.648,-2.242,0.755,-11.475,150.940,-170.959
-1.643,-2.067,1.405,-41.626,122.742,-138.672
-1.582,-1.928,1.876,-32.227,75.928,-113.708
-1.607,-1.772,1.893,15.198,36.499,-88.379
-1.737,-1.652,1.571,72.144,-1.587,-71.655
-2.072,-1.531,0.933,104.736,-27.222,-65.552
-2.560,-1.442,0.410,106.750,-25.085,-60.242
-2.938,-1.323,0.176,79.407,-4.333,-36.865
-3.080,-1.078,0.141,41.016,21.545,0.610
-2.983,-0.748,0.313,15.625,46.021,44.617
-2.898,-0.452,0.807,7.812,54.321,82.214
-2.843,-0.045,1.114,21.667,48.279,105.591
-2.845,0.209,1.007,58.960,30.273,129.211
-2.939,0.429,0.712,96.375,-9.033,148.560
-3.127,0.757,0.402,107.239,-50.476,161.621
-3.232,1.171,0.114,95.276,-68.604,178.467
-3.197,1.531,-0.032,72.632,-62.317,203.918
-3.071,1.858,0.064,34.851,-47.119,231.445
-2.839,2.243,0.171,-7.263,-31.677,258.850
-2.399,2.641,0.281,-32.593,-20.325,291.382
-1.923,2.926,0.532,-49.438,-21.057,316.650
-1.461,3.157,0.849,-68.298,-32.654,327.759
-1.059,3.340,1.061,-73.425,-46.936,331.299
-0.727,3.385,1.217,-60.181,-63.110,330.750
-0.360,3.388,1.337,-44.617,-75.378,323.486
-0.068,3.356,1.343,-32.471,-80.078,309.937
0.195,3.266,1.390,-23.376,-73.669,292.908
0.586,3.236,1.587,-24.658,-58.777,277.649
1.173,3.166,1.925,-27.527,-50.354,263.733
1.759,3.061,2.169,-18.066,-55.298,240.356
2.279,2.879,2.248,-0.549,-70.801,205.200
2.812,2.671,2.231,14.343,-87.585,159.790
3.236,2.497,2.204,26.123,-97.595,107.727
3.423,2.269,2.105,34.912,-95.642,46.326
3.454,2.028,2.022,33.691,-77.271,-17.151
3.349,1.799,1.922,23.804,-49.072,-79.102
3.129,1.620,1.799,21.362,-18.127,-135.925
2.869,1.389,1.708,24.414,7.080,-189.331
2.619,1.183,1.609,27.283,21.667,-239.807
2.353,1.002,1.515,35.400,32.959,-281.738
2.073,0.729,1.501,42.664,47.424,-319.397
1.695,0.463,1.392,42.908,53.772,-352.600
1.175,0.117,1.134,46.936,43.152,-374.695
0.599,-0.390,0.886,53.894,24.231,-385.315
0.082,-0.995,0.659,52.368,11.597,-385.620
-0.403,-1.550,0.471,44.739,24.048,-373.901
-0.820,-1.986,0.431,31.189,59.631,-351.746
-1.173,-2.251,0.459,8.057,96.741,-319.275
-1.502,-2.368,0.621,-15.137,124.268,-280.334
-1.618,-2.350,0.991,-30.823,142.334,-238.159
-1.572,-2.245,1.276,-34.058,144.348,-198.242
-1.599,-2.170,1.319,-19.348,124.695,-163.513
-1.599,-2.106,1.383,0.427,87.036,-136.108
-1.614,-1.990,1.317,15.198,43.213,-116.455
-1.753,-1.883,0.912,35.767,17.395,-96.252
-2.013,-1.803,0.534,50.354,20.447,-72.632
-2.219,-1.612,0.429,39.734,46.631,-46.936
-2.388,-1.358,0.383,24.048,75.439,-16.296
-2.544,-1.079,0.550,15.320,84.961,14.832
-2.641,-0.765,0.829,8.972,70.557,40.100
-2.660,-0.447,0.975,15.076,48.279,64.514
-2.640,-0.156,1.032,35.339,26.794,90.454
-2.660,0.140,0.915,53.711,-2.441,107.910
-2.801,0.500,0.814,59.570,-32.471,119.263
-2.999,0.863,0.850,54.321,-45.532,129.578
-3.153,1.257,0.890,45.959,-43.091,145.447
-3.223,1.589,0.806,42.480,-40.161,168.457
-3.173,1.874,0.651,39.490,-49.927,195.068
-2.999,2.198,0.336,28.137,-68.481,225.098
-2.725,2.479,0.066,8.057,-85.815,257.385
-2.377,2.747,0.145,-23.743,-86.670,284.546
-1.867,3.067,0.486,-62.439,-63.721,308.716
-1.298,3.301,0.886,-78.979,-29.297,329.956
-0.839,3.395,1.219,-70.129,-15.930,336.670
-0.547,3.429,1.367,-55.908,-28.503,326.721
-0.399,3.361,1.445,-42.236,-49.683,308.411
-0.367,3.219,1.434,-34.302,-76.782,290.527
-0.135,3.098,1.533,-33.020,-97.717,282.349
0.512,2.990,1.747,-31.372,-97.290,278.503
1.401,2.870,1.939,-22.644,-92.773,268.616
2.295,2.737,2.175,-11.963,-96.191,242.249
3.064,2.616,2.371,-4.211,-109.131,198.792
3.541,2.476,2.411,9.521,-120.056,144.043
3.776,2.206,2.340,27.100,-109.070,83.923
3.903,1.970,2.243,31.921,-70.313,20.752
3.833,1.782,2.135,27.710,-24.292,-44.922
3.576,1.606,2.046,24.841,8.423,-109.863
3.293,1.514,1.893,23.926,32.593,-170.288
3.004,1.466,1.698,27.771,51.208,-223.389
2.752,1.373,1.504,29.663,63.538,-264.954
2.511,1.172,1.329,26.062,69.763,-301.758
2.170,0.847,1.167,22.339,66.101,-339.844
1.788,0.393,1.071,18.127,52.795,-371.338
1.297,-0.152,1.099,13.794,33.997,-395.630
0.675,-0.618,1.129,16.541,6.836,-410.217
0.076,-1.040,0.883,33.569,-17.822,-409.058
-0.727,-1.499,0.425,51.147,-22.522,-391.602
-1.545,-2.018,0.066,42.664,9.399,-360.535
-2.065,-2.350,0.021,5.615,82.397,-319.092
-2.114,-2.498,0.374,-41.016,158.508,-266.785
-2.082,-2.476,0.748,-73.975,181.824,-209.473
-2.043,-2.378,1.398,-77.759,166.809,-158.142
-1.932,-2.296,2.110,-64.087,132.629,-119.751
-2.086,-2.091,2.353,-21.851,62.195,-91.858
-2.295,-2.001,1.965,47.302,-28.381,-68.542
-2.687,-1.918,1.138,99.731,-83.984,-48.218
-3.015,-1.785,0.436,104.675,-58.655,-26.428
-3.158,-1.557,0.333,67.200,15.625,1.099
-3.337,-1.134,0.830,16.418,79.285,31.799
-3.307,-0.689,1.314,-3.540,113.708,68.787
-3.071,-0.221,1.472,23.193,115.417,110.962
-2.833,0.114,1.308,68.481,73.547,138.855
-2.843,0.450,1.020,96.619,6.165,153.992
-2.951,0.821,0.725,105.530,-46.387,164.795
-2.969,1.212,0.459,105.652,-66.895,181.641
-2.897,1.597,0.294,96.619,-63.171,202.454
-2.767,1.926,0.171,79.163,-54.138,223.267
-2.356,2.502,-0.052,37.659,-63.538,266.418
-2.047,2.730,0.047,8.850,-67.993,285.400
-1.590,2.950,0.353,-25.452,-61.035,298.523
-1.061,3.151,0.609,-46.509,-47.607,306.702
-0.637,3.235,0.897,-47.852,-43.213,307.617
-0.290,3.289,1.219,-48.889,-65.491,298.462
-0.057,3.297,1.386,-43.762,-104.065,282.715
0.179,3.174,1.445,-29.419,-129.272,264.954
0.497,3.036,1.421,-23.071,-130.066,247.192
1.012,2.861,1.582,-23.987,-114.014,232.788
1.646,2.700,1.844,-27.588,-99.548,209.900
2.258,2.518,2.072,-28.381,-90.210,174.194
2.815,2.358,2.288,-23.621,-79.407,129.883
3.198,2.182,2.451,-18.311,-70.435,76.538
3.395,1.981,2.527,-12.817,-62.744,17.029
3.449,1.792,2.516,-6.775,-51.208,-42.603
3.501,1.628,2.455,-0.549,-36.194,-99.060
3.410,1.521,2.331,10.559,-28.259,-153.442
3.133,1.425,2.164,21.667,-23.987,-210.327
2.879,1.248,2.029,26.306,-11.230,-261.841
2.700,0.970,1.908,32.532,11.169,-302.124
2.322,0.657,1.769,40.405,30.579,-336.365
1.873,0.131,1.605,44.800,37.048,-365.601
1.354,-0.437,1.401,47.424,35.889,-386.597
0.652,-0.855,1.083,53.345,31.006,-396.118
-0.059,-1.204,0.756,61.768,29.785,-389.771
-0.688,-1.510,0.562,64.270,34.363,-368.408
-1.143,-1.778,0.395,57.678,40.771,-337.769
-1.327,-2.003,0.316,45.288,59.204,-301.697
-1.340,-2.141,0.468,26.184,87.036,-267.517
-1.346,-2.206,0.700,5.737,106.018,-240.173
-1.527,-2.193,0.755,-1.160,101.624,-214.478
-1.927,-2.133,0.733,2.502,85.144,-193.787
-2.325,-2.047,0.671,2.075,89.417,-171.875
-2.609,-1.880,0.638,-0.366,112.427,-139.404
-2.747,-1.659,0.850,0.732,116.638,-101.196
-2.926,-1.367,1.190,4.395,78.979,-66.772
-3.220,-1.110,1.234,19.043,17.761,-31.799
-3.566,-0.906,1.123,39.917,-25.330,2.014
-3.839,-0.694,1.117,42.175,-26.184,30.518
-3.851,-0.352,1.141,34.790,5.493,65.247
-3.607,-0.023,1.014,46.204,31.006,107.910
-3.391,0.297,0.727,62.317,26.489,142.639
-3.185,0.734,0.550,59.265,17.029,166.870
-3.016,1.139,0.629,43.823,17.212,186.096
-2.958,1.499,0.652,34.729,11.292,205.872
-2.741,1.862,0.436,38.574,-0.793,231.140
-2.305,2.207,0.087,42.542,-12.817,259.766
-1.878,2.502,-0.016,27.466,-20.081,280.273
-1.518,2.803,0.222,-6.897,-21.851,290.100
-1.135,3.120,0.487,-33.203,-21.667,299.194
-0.659,3.310,0.712,-31.250,-23.193,310.852
-0.046,3.423,0.917,-25.696,-33.325,314.270
0.359,3.441,0.999,-26.123,-53.833,297.119
0.442,3.355,1.168,-26.306,-82.153,264.587
0.406,3.229,1.428,-32.104,-107.849,235.718
0.588,3.081,1.454,-32.715,-121.521,222.656
0.990,2.865,1.472,-20.508,-119.568,218.323
1.413,2.646,1.670,-19.714,-110.107,203.308
1.825,2.411,1.889,-30.029,-101.013,173.523
2.284,2.230,2.128,-34.180,-91.309,140.198
2.697,2.023,2.252,-25.635,-84.900,105.591
3.028,1.826,2.162,-9.033,-80.688,66.711
3.121,1.601,2.036,4.395,-68.542,21.606
3.037,1.461,1.986,6.714,-39.490,-25.024
2.978,1.285,2.050,2.991,-5.737,-70.313
2.991,1.111,2.061,2.869,22.705,-114.990
3.134,0.945,1.993,8.789,47.424,-159.302
3.195,0.679,1.874,13.428,62.561,-212.280
2.868,0.360,1.830,14.038,56.946,-274.719
2.256,0.091,1.751,15.381,37.048,-330.017
1.461,-0.261,1.454,26.794,11.536,-361.023
0.619,-0.610,1.036,46.814,-5.859,-371.155
-0.088,-1.063,0.642,55.908,4.333,-367.554
-0.446,-1.481,0.357,41.016,50.171,-350.037
-0.739,-1.760,0.201,16.357,110.107,-321.960
-0.848,-1.995,0.277,-8.301,158.630,-286.560
-0.875,-2.063,0.562,-29.419,170.776,-254.517
-0.911,-2.078,0.902,-38.025,141.052,-225.830
-1.102,-2.028,1.123,-26.428,82.764,-198.303
-1.353,-1.985,1.213,-2.808,16.907,-172.852
-1.716,-1.929,0.943,19.348,-26.306,-151.489
-2.151,-1.874,0.629,32.471,-29.236,-129.150
-2.678,-1.849,0.333,23.376,-2.869,-104.309
-3.023,-1.719,0.420,-6.775,37.964,-68.726
-3.167,-1.567,0.832,-40.527,71.228,-26.367
-3.217,-1.318,1.201,-47.363,76.843,16.357
-3.209,-1.035,1.486,-26.245,56.274,53.589
-3.200,-0.694,1.587,2.991,25.146,84.290
-3.214,-0.367,1.564,39.246,5.920,111.206
-3.197,-0.036,1.379,72.083,-3.296,134.155
-3.179,0.287,1.162,85.510,-16.785,151.550
-3.255,0.596,0.985,81.787,-33.569,164.856
-3.323,0.947,0.777,70.801,-29.236,184.265
-3.143,1.358,0.654,56.519,-3.540,218.262
-2.793,1.794,0.580,40.405,15.381,254.700
-2.371,2.223,0.532,27.405,19.714,283.081
-2.032,2.562,0.548,13.062,10.437,296.936
-1.774,2.861,0.612,-3.906,-13.184,302.673
-1.436,3.067,0.682,-10.559,-38.757,306.274
-1.052,3.196,0.671,-6.409,-57.251,308.472
-0.621,3.247,0.820,-0.305,-68.665,304.993
-0.114,3.283,0.888,2.380,-72.754,295.349
0.262,3.283,0.911,6.531,-78.003,281.250
0.426,3.108,0.982,5.432,-92.590,259.521
0.811,3.048,1.018,-1.465,-108.459,244.202
1.484,2.964,1.132,-4.456,-114.258,236.084
2.215,2.908,1.343,-6.531,-118.591,215.576
2.853,2.775,1.600,-11.475,-120.850,174.133
3.198,2.641,1.829,-16.479,-117.615,115.601
3.284,2.400,1.973,-21.912,-110.474,50.476
3.316,2.203,2.037,-26.001,-97.290,-9.705
3.293,1.931,2.020,-23.499,-74.524,-65.369
3.213,1.703,1.981,-18.982,-39.673,-118.408
3.007,1.514,1.976,-17.029,-6.836,-172.729
2.715,1.312,1.993,-15.320,9.583,-225.159
2.423,1.168,2.009,-10.254,19.409,-267.883
2.123,0.998,1.936,-0.916,29.053,-299.377
1.822,0.635,1.842,9.888,35.950,-327.148
0.828,-0.369,1.681,12.268,41.138,-377.136
0.122,-0.946,1.424,16.724,29.236,-386.719
-0.649,-1.528,1.013,29.541,22.644,-374.756
-1.243,-1.980,0.754,28.870,35.034,-343.384
-1.523,-2.174,0.764,9.766,60.364,-301.758
-1.564,-2.209,0.924,-4.639,74.829,-253.845
-1.516,-2.308,1.163,-6.836,60.059,-210.693
-1.494,-2.292,1.278,0.000,28.198,-180.298
-1.708,-2.363,0.966,17.395,4.517,-152.893
-2.042,-2.369,0.610,29.785,12.390,-123.596
-2.188,-2.256,0.629,19.470,54.993,-91.797
-2.231,-1.989,0.756,3.784,96.924,-54.260
-2.307,-1.773,0.822,3.784,111.267,-14.587
-2.296,-1.525,0.865,12.268,104.065,23.376
-2.250,-1.275,0.871,24.475,86.487,56.274
-2.227,-1.014,0.857,39.612,65.186,83.313
-2.207,-0.759,0.831,49.622,44.067,102.722
-2.173,-0.508,0.691,52.734,33.691,114.868
-2.228,-0.235,0.592,47.974,43.762,120.850
-2.367,0.052,0.799,29.846,58.472,118.591
-2.660,0.366,1.124,8.667,49.011,113.342
-2.945,0.720,1.185,11.963,31.799,117.859
-3.058,0.997,1.026,36.011,25.085,140.991
-3.141,1.297,0.892,48.218,16.479,167.908
-3.217,1.611,0.774,40.955,5.066,193.481
-3.176,1.929,0.649,29.236,-4.883,225.098
-2.913,2.260,0.612,21.790,-15.320,261.963
-2.410,2.615,0.560,13.428,-20.386,296.753
-1.812,2.928,0.601,-0.305,-17.273,322.021
-1.162,3.213,0.741,-12.512,-14.099,333.008
-0.534,3.389,0.797,-13.977,-25.146,327.637
-0.008,3.418,0.835,-11.841,-47.913,307.556
0.328,3.396,0.949,-14.893,-74.524,279.602
0.499,3.294,1.036,-19.470,-93.445,249.817
0.622,3.145,1.127,-19.470,-95.215,223.511
1.064,3.050,1.318,-17.151,-93.628,209.290
1.755,2.990,1.659,-12.268,-103.699,197.754
2.579,2.879,1.866,-6.042,-126.831,174.500
3.463,2.720,1.900,9.094,-130.554,135.010
4.000,2.487,1.862,19.165,-117.188,74.951
4.000,2.224,1.813,14.099,-107.422,-3.235
4.000,1.874,1.803,3.235,-92.712,-86.121
4.000,1.669,1.797,-5.249,-62.195,-160.461
3.708,1.482,1.817,-5.859,-24.231,-223.633
3.143,1.394,1.854,-3.052,4.822,-280.029
2.469,1.235,1.887,3.357,29.907,-325.928
1.853,0.856,1.851,9.521,48.523,-357.178
1.438,0.411,1.794,15.930,55.786,-374.207
1.043,-0.024,1.755,25.085,49.194,-382.080
0.516,-0.509,1.634,35.339,29.480,-387.207
0.002,-1.023,1.420,46.021,22.095,-385.803
-0.548,-1.455,1.171,52.124,39.612,-373.108
-1.144,-1.864,0.980,50.842,62.805,-349.731
-1.456,-2.183,0.650,45.898,73.303,-311.462
-1.650,-2.349,0.346,36.926,74.280,-267.029
-1.845,-2.409,0.294,9.949,78.674,-227.051
-1.796,-2.305,0.547,-24.902,96.008,-186.829
-1.556,-2.115,1.095,-41.382,124.695,-147.278
-1.379,-1.902,1.421,-25.574,126.892,-114.807
-1.475,-1.795,1.391,11.597,76.904,-93.567
-1.807,-1.749,1.036,43.396,14.221,-83.008
-2.232,-1.663,0.618,60.547,-7.019,-69.153
-2.656,-1.533,0.341,59.998,3.967,-43.213
-2.947,-1.295,0.471,40.710,27.222,-12.146
-3.014,-0.995,0.762,18.677,55.664,18.494
-2.988,-0.622,1.018,17.517,78.735,52.368
-2.892,-0.260,1.174,33.752,80.994,81.665
-2.869,0.017,1.128,53.040,51.270,101.929
-3.109,0.243,1.005,67.444,3.052,112.793
-3.385,0.501,0.940,68.542,-37.109,124.023
-3.486,0.906,0.931,61.401,-50.903,151.245
-3.326,1.324,0.930,53.345,-40.771,191.833
-3.011,1.754,0.832,44.312,-26.611,235.474
-2.630,2.186,0.577,36.255,-21.606,273.376
-2.199,2.557,0.380,22.339,-24.841,304.810
-1.707,2.866,0.573,-8.972,-30.518,324.158
-1.095,3.191,0.935,-43.213,-27.649,337.280
-0.443,3.460,1.135,-44.556,-23.621,346.252
0.044,3.522,1.217,-20.203,-43.701,340.271
0.214,3.498,1.262,-5.127,-88.928,317.383
0.124,3.378,1.191,-2.441,-126.099,289.368
0.184,3.218,1.144,-2.136,-135.010,269.836
0.532,3.084,1.292,-9.094,-127.563,258.545
0.934,2.933,1.467,-18.433,-114.746,243.164
1.399,2.803,1.618,-19.287,-103.943,222.656
1.866,2.640,1.827,-15.991,-98.267,194.519
2.292,2.507,1.951,-12.146,-98.328,157.349
2.903,2.383,2.020,-2.808,-92.651,117.859
3.453,2.232,1.973,8.423,-80.322,70.374
3.777,2.049,1.875,18.311,-61.707,9.888
3.787,1.839,1.770,18.921,-38.269,-59.570
3.515,1.607,1.631,15.930,-13.550,-133.423
3.113,1.394,1.510,12.146,9.644,-199.158
2.736,1.134,1.484,3.967,32.715,-251.282
2.399,0.802,1.445,-6.470,54.810,-293.396
2.027,0.558,1.371,-9.644,65.369,-325.195
1.699,0.207,1.300,-4.028,61.829,-347.168
1.220,-0.231,1.186,-0.061,55.725,-367.310
0.542,-0.628,1.245,-1.099,66.040,-386.047
-0.073,-1.028,1.500,-7.385,94.238,-395.264
-0.621,-1.442,1.743,-5.981,113.892,-386.230
-1.135,-1.873,1.776,21.240,107.178,-365.356
-1.423,-2.242,1.415,62.134,84.045,-337.402
-1.628,-2.383,0.736,88.867,58.411,-299.438
-1.745,-2.386,0.178,90.393,47.058,-253.418
