aX,aY,aZ,gX,gY,gZ
-1.882,-2.393,-0.063,64.148,54.260,-207.336
-1.767,-2.246,-0.022,14.343,70.679,-158.630
-1.423,-1.917,0.377,-28.992,87.708,-113.037
-1.214,-1.645,0.929,-42.480,96.497,-83.496
-1.242,-1.417,1.189,-26.978,95.154,-71.716
-1.516,-1.284,1.295,-1.404,76.843,-58.411
-1.907,-1.129,1.402,24.719,35.339,-47.974
-2.347,-1.028,1.410,44.678,-10.010,-38.208
-2.765,-0.922,1.167,61.890,-32.776,-15.503
-2.984,-0.780,0.896,75.439,-36.011,21.301
-3.111,-0.480,0.808,69.946,-31.738,62.561
-3.117,-0.139,0.867,51.208,-19.104,100.525
-3.078,0.183,1.008,36.926,-10.986,134.338
-2.913,0.566,1.014,31.799,-16.785,166.016
-2.713,1.320,0.705,43.945,-39.978,216.858
-2.663,1.630,0.661,33.813,-42.786,233.337
-2.638,1.949,0.743,14.709,-39.795,250.671
-2.498,2.290,0.792,2.808,-38.086,274.170
-2.274,2.610,0.833,-1.099,-42.053,301.758
-1.925,2.889,0.955,-8.179,-51.270,324.646
-1.412,3.106,0.971,-16.968,-60.242,340.454
-0.894,3.221,1.057,-20.020,-68.481,348.511
-0.417,3.258,1.230,-26.733,-83.069,342.407
-0.062,3.278,1.284,-31.433,-107.178,326.965
0.219,3.176,1.224,-26.550,-140.747,308.777
0.570,3.096,1.122,-24.048,-176.270,293.396
0.923,2.987,1.126,-24.170,-198.486,275.818
1.186,2.852,1.255,-31.555,-206.299,249.817
1.516,2.734,1.579,-47.668,-191.223,218.384
1.990,2.615,1.894,-54.626,-153.259,184.814
2.500,2.462,2.117,-45.227,-113.525,151.123
2.988,2.306,2.224,-32.776,-87.463,111.328
3.469,2.144,2.257,-20.691,-70.068,62.195
3.779,2.032,2.201,-8.362,-53.406,4.333
3.850,1.888,2.077,3.723,-41.321,-58.044
3.774,1.786,1.961,8.667,-27.283,-123.230
3.587,1.704,1.865,2.319,-5.127,-190.979
3.337,1.544,1.881,-7.812,21.118,-257.446
2.822,1.328,1.951,-16.541,40.161,-318.848
2.240,1.021,2.051,-17.395,48.706,-369.141
1.702,0.547,2.152,-6.409,54.016,-406.067
1.117,0.099,2.060,12.817,48.828,-430.176
0.380,-0.398,1.613,41.992,29.236,-440.369
-0.406,-0.959,0.910,69.092,11.169,-432.373
-1.006,-1.528,0.325,69.885,23.010,-404.297
-1.339,-1.837,0.174,39.734,71.472,-371.826
-1.418,-2.005,0.355,-6.470,120.300,-332.520
-1.483,-1.963,0.801,-36.377,125.793,-292.725
-1.701,-1.991,1.228,-41.809,82.947,-254.822
-2.087,-2.075,1.465,-30.396,22.522,-223.450
-2.525,-2.162,1.596,-13.123,-4.578,-198.669
-2.875,-2.123,1.491,11.353,10.315,-166.382
-3.039,-2.006,1.050,45.227,31.616,-122.986
-3.318,-1.887,0.697,60.120,37.598,-82.947
-3.632,-1.612,0.723,38.940,44.739,-48.096
-3.870,-1.327,0.918,15.381,55.420,-8.423
-4.000,-1.042,1.056,14.526,48.218,36.560
-4.000,-0.678,1.241,24.414,26.245,85.449
-4.000,-0.200,1.319,37.842,2.563,131.226
-4.000,0.356,1.145,55.176,-2.625,180.176
-3.753,0.948,1.017,71.289,12.878,231.750
-3.396,1.545,0.960,76.172,25.085,271.851
-2.969,1.993,0.908,70.007,28.076,304.260
-2.433,2.373,0.783,64.392,30.884,331.482
-1.911,2.717,0.614,63.721,33.203,349.731
-1.447,3.001,0.409,59.814,21.484,353.455
-1.141,3.218,0.411,44.006,-8.911,345.764
-0.866,3.374,0.501,25.330,-47.241,332.214
-0.609,3.429,0.530,17.273,-83.069,321.289
-0.450,3.340,0.573,17.761,-115.356,307.434
-0.376,3.238,0.577,13.794,-136.414,290.955
-0.276,3.118,0.737,6.042,-146.118,277.283
-0.063,3.003,0.954,-4.761,-148.743,263.733
0.289,2.924,1.053,-8.545,-139.465,250.183
0.823,2.822,1.153,-2.258,-124.084,237.488
1.371,2.721,1.270,4.517,-116.333,216.797
1.915,2.572,1.316,8.545,-121.338,183.716
2.471,2.427,1.388,6.165,-115.845,137.695
2.853,2.292,1.539,-4.272,-96.741,81.970
2.942,2.132,1.709,-17.090,-75.623,19.531
2.915,1.963,1.906,-28.625,-48.340,-42.175
2.911,1.796,2.128,-37.720,-16.724,-96.802
2.883,1.626,2.292,-33.997,1.770,-146.606
2.769,1.370,2.288,-18.738,2.808,-197.327
2.603,1.219,2.258,-4.272,-1.709,-243.286
2.333,1.079,2.140,10.742,-2.014,-283.752
1.958,0.950,1.978,23.376,12.207,-320.862
1.445,0.793,1.844,26.855,35.034,-354.004
0.952,0.473,1.758,25.757,49.744,-379.883
0.602,-0.021,1.667,23.743,53.894,-393.677
0.330,-0.574,1.476,22.278,54.871,-395.752
-0.032,-1.107,1.221,22.156,67.017,-388.855
-0.318,-1.559,1.071,17.578,96.191,-374.451
-0.736,-1.858,0.986,8.362,118.164,-353.760
-1.343,-2.021,0.874,2.563,108.337,-326.477
-1.785,-2.126,0.840,-0.183,76.538,-287.537
-2.136,-2.170,0.888,-4.639,39.917,-243.774
-2.483,-2.222,0.857,-9.705,18.250,-203.247
-2.615,-2.262,1.022,-16.724,40.833,-165.344
-2.619,-2.178,1.401,-25.330,85.510,-131.348
-2.515,-2.003,1.510,-14.526,102.112,-93.872
-2.378,-1.851,1.290,16.602,79.407,-55.725
-2.390,-1.643,0.992,36.560,46.387,-29.724
-2.586,-1.391,0.781,36.865,32.654,-9.583
-2.712,-1.121,0.723,31.860,36.438,12.207
-2.776,-0.819,0.768,25.879,42.664,40.466
-2.905,-0.488,0.822,24.292,43.152,67.932
-3.069,-0.154,0.889,26.062,44.373,94.055
-3.223,0.211,0.917,29.663,42.175,120.056
-3.312,0.662,0.969,33.691,35.217,149.475
-3.323,1.131,1.007,41.504,21.423,180.237
-3.274,1.575,0.947,52.979,1.648,209.412
-3.091,1.976,0.795,58.899,-13.306,237.793
-2.840,2.362,0.533,58.044,-20.203,262.939
-2.498,2.694,0.296,48.584,-16.785,284.119
-2.208,2.951,0.382,26.672,-12.207,297.729
-1.813,3.280,0.478,4.456,-9.705,309.631
-1.380,3.428,0.495,3.540,-15.869,324.890
-0.948,3.516,0.530,7.019,-34.973,331.421
-0.588,3.562,0.506,6.958,-51.697,328.552
-0.248,3.470,0.568,5.371,-62.622,319.519
0.050,3.442,0.731,0.610,-71.533,308.044
0.403,3.321,0.777,1.831,-87.219,292.786
1.030,3.180,0.906,3.601,-105.103,275.452
1.761,3.083,1.200,-0.671,-122.253,249.207
2.444,2.983,1.453,0.427,-142.822,210.083
3.052,2.807,1.518,10.498,-153.748,158.325
3.537,2.608,1.561,17.944,-145.447,97.839
3.880,2.420,1.641,12.268,-127.686,30.396
4.000,2.181,1.743,-1.526,-101.624,-41.260
4.000,1.964,1.874,-15.015,-63.354,-112.183
3.961,1.742,2.040,-23.499,-23.804,-177.063
3.915,1.534,2.262,-25.635,9.399,-236.450
3.056,1.128,2.386,-13.794,38.635,-348.022
2.265,0.704,2.341,0.488,32.593,-392.090
1.346,0.159,2.251,15.991,26.123,-423.645
0.554,-0.581,1.935,31.128,25.452,-436.890
-0.161,-1.179,1.501,43.213,32.471,-427.124
-0.836,-1.738,1.246,45.471,44.739,-400.879
-1.309,-2.054,1.044,31.006,54.199,-368.225
-1.677,-2.214,1.040,12.451,56.885,-329.102
-1.975,-2.320,1.019,-2.625,54.504,-285.461
-2.149,-2.375,1.060,-12.146,59.814,-241.089
-2.235,-2.450,1.414,-30.945,79.285,-203.003
-2.200,-2.274,1.862,-38.452,115.784,-165.466
-2.269,-2.120,1.995,-11.047,125.610,-127.808
-2.613,-2.025,1.864,25.757,85.632,-97.778
-3.002,-1.815,1.730,49.927,38.391,-72.144
-3.497,-1.517,1.375,73.914,16.602,-37.781
-3.968,-1.332,0.908,93.933,17.578,2.441
-4.000,-1.021,0.674,85.449,30.945,45.166
-4.000,-0.612,0.781,62.561,35.400,86.182
-4.000,-0.118,0.843,50.720,36.560,119.507
-4.000,0.340,0.857,54.077,50.903,161.011
-4.000,0.921,0.756,62.988,56.458,209.717
-3.857,1.536,0.513,70.801,42.969,256.470
-3.229,2.099,0.220,74.036,25.757,296.570
-2.506,2.503,0.013,66.345,12.573,325.134
-1.870,2.850,-0.046,48.096,-3.174,338.440
-1.427,3.151,-0.131,28.992,-22.644,339.661
-0.997,3.362,-0.103,16.418,-45.105,335.144
-0.685,3.500,0.141,0.000,-65.796,324.219
-0.546,3.598,0.325,-15.381,-89.600,309.814
-0.423,3.545,0.312,-17.212,-109.619,298.279
-0.271,3.451,0.517,-18.311,-119.141,287.842
-0.044,3.397,0.663,-28.564,-131.714,275.818
0.624,3.401,0.820,-27.527,-140.808,271.545
1.489,3.309,1.080,-23.132,-139.465,263.550
2.033,3.228,1.286,-24.170,-144.958,236.572
2.369,3.041,1.535,-22.583,-146.118,192.688
2.570,2.857,1.823,-26.367,-133.179,140.076
2.661,2.660,2.097,-31.189,-104.309,86.731
2.795,2.486,2.424,-31.860,-64.575,35.156
2.981,2.348,2.554,-26.062,-23.804,-13.672
3.014,2.147,2.560,-10.559,3.235,-61.035
3.033,1.866,2.524,6.653,0.732,-110.291
3.107,1.584,2.372,26.001,-25.269,-156.738
3.427,1.358,2.104,44.250,-49.438,-206.177
3.350,1.133,1.826,52.063,-58.411,-272.339
2.352,0.869,1.765,44.312,-49.805,-346.497
1.272,0.567,1.918,28.503,-4.822,-398.315
0.637,0.076,2.082,24.048,65.308,-422.058
0.223,-0.430,2.047,36.804,112.793,-421.326
-0.175,-0.952,1.748,62.561,106.750,-404.785
-0.551,-1.510,1.331,87.280,65.857,-378.601
-0.992,-1.938,0.866,97.595,24.658,-350.525
-1.359,-2.225,0.381,91.309,9.827,-315.063
-1.444,-2.354,0.093,69.946,21.362,-268.616
-1.680,-2.375,0.155,32.593,45.471,-229.980
-1.768,-2.227,0.217,-8.423,92.041,-193.665
-1.679,-2.001,0.503,-33.813,154.175,-153.320
-1.522,-1.748,1.012,-50.049,204.163,-126.709
-1.655,-1.517,1.484,-49.988,210.144,-108.887
-1.984,-1.413,1.705,-19.165,163.513,-93.628
-2.449,-1.347,1.414,30.945,80.627,-74.707
-2.991,-1.318,0.822,73.792,-2.197,-52.307
-3.606,-1.251,0.281,80.139,-54.077,-30.884
-4.000,-1.192,0.114,47.791,-70.801,-10.498
-4.000,-0.934,0.332,2.686,-46.570,26.489
-4.000,-0.569,0.776,-24.292,-6.104,84.961
-4.000,-0.118,0.975,-23.071,25.452,148.621
-4.000,0.445,1.059,-4.395,43.518,206.360
-3.869,1.077,1.046,13.428,49.683,252.808
-3.325,1.648,0.890,29.846,45.959,289.978
-2.810,2.105,0.816,41.504,32.898,318.237
-2.389,2.517,0.904,37.598,14.893,336.121
-2.027,2.938,0.886,31.067,0.977,345.703
-1.739,3.273,0.786,34.851,-6.653,352.356
-1.464,3.515,0.762,31.006,-23.376,355.713
-0.922,3.767,0.859,14.099,-51.270,359.497
-0.156,3.941,0.906,3.723,-75.623,359.192
0.436,3.954,1.023,4.639,-93.018,342.224
0.563,3.830,1.188,0.244,-120.789,305.908
0.496,3.662,1.190,-2.930,-149.048,267.517
0.610,3.410,1.105,8.545,-157.715,242.249
1.083,3.211,1.182,19.958,-145.813,225.159
1.515,3.034,1.256,18.982,-134.338,199.402
1.948,2.845,1.318,20.752,-129.028,165.527
2.631,2.670,1.490,19.348,-121.460,128.540
3.335,2.568,1.686,13.489,-113.159,82.886
3.874,2.414,1.831,13.245,-95.947,24.414
4.000,2.270,1.807,9.949,-69.092,-44.006
4.000,2.137,1.734,7.751,-33.752,-120.117
3.790,1.961,1.627,5.310,-4.150,-195.679
3.398,1.697,1.561,-1.465,15.930,-263.794
2.961,1.441,1.625,-11.841,33.875,-323.853
2.332,1.202,1.738,-19.653,39.856,-374.512
1.624,0.801,1.832,-13.000,30.884,-411.926
0.953,0.320,1.985,2.197,20.752,-433.350
0.301,-0.171,2.026,21.912,8.728,-442.444
-0.215,-0.782,1.864,50.903,-4.639,-436.279
-0.560,-1.346,1.566,79.712,-11.658,-415.771
-1.151,-1.713,0.993,98.633,-4.700,-390.503
-1.903,-2.133,0.471,95.154,28.076,-362.610
-2.377,-2.405,0.341,49.500,88.623,-330.139
-2.430,-2.432,0.526,-13.550,150.940,-282.349
-2.312,-2.382,1.214,-56.274,186.646,-221.680
-2.103,-2.236,2.089,-74.402,176.880,-174.194
-1.995,-1.996,2.392,-51.636,128.113,-139.282
-1.906,-1.869,1.994,14.343,65.247,-104.614
-2.056,-1.791,1.440,67.261,16.541,-80.627
-2.668,-1.651,1.051,74.097,9.827,-69.031
-3.333,-1.549,0.820,64.392,47.791,-44.556
-3.641,-1.416,0.759,47.546,85.754,0.916
-3.673,-1.135,0.822,29.785,92.346,53.894
-3.585,-0.744,1.007,24.170,86.243,101.379
-3.375,-0.349,1.307,28.992,77.393,135.681
-3.297,0.017,1.377,40.344,65.308,156.799
-3.328,0.377,1.207,70.251,54.688,178.650
-3.319,0.744,0.957,98.206,32.837,205.872
-3.180,1.176,0.763,104.187,0.854,232.727
-2.903,1.626,0.524,102.905,-14.343,259.644
