aX,aY,aZ,gX,gY,gZ
-1.575,0.755,0.189,286.377,153.625,-45.532
-1.567,0.719,-0.313,282.043,137.390,-31.555
-1.460,0.722,-0.709,259.216,118.835,-21.057
-1.388,0.769,-1.148,234.985,109.619,-5.615
-1.208,0.743,-1.465,217.957,125.183,20.264
-0.920,0.752,-1.647,200.806,157.227,45.166
-0.619,0.806,-1.752,182.373,179.932,55.359
-0.426,0.792,-1.785,168.701,182.739,54.810
-0.294,0.773,-1.879,156.616,165.405,45.715
-0.268,0.736,-2.165,150.940,134.827,31.494
-0.285,0.708,-2.633,147.217,98.511,15.198
-0.324,0.660,-3.061,129.333,62.744,3.479
-0.291,0.641,-3.368,91.309,34.180,-3.174
-0.297,0.653,-3.569,45.288,9.949,-9.644
-0.396,0.645,-3.593,-1.587,-15.991,-15.137
-0.508,0.624,-3.471,-44.800,-42.236,-14.648
-0.592,0.624,-3.314,-78.796,-67.810,-5.554
-0.645,0.629,-3.214,-104.492,-98.572,5.432
-0.651,0.691,-3.163,-127.258,-127.991,14.221
-0.660,0.803,-3.154,-151.978,-145.020,20.386
-0.763,0.949,-3.136,-183.899,-153.809,22.949
-0.971,1.135,-2.991,-220.581,-155.334,20.508
-1.319,1.351,-2.747,-258.179,-159.851,18.311
-1.648,1.570,-2.384,-293.640,-178.711,18.372
-1.989,1.782,-1.797,-328.064,-203.674,21.729
-2.234,1.989,-0.933,-361.572,-225.891,29.968
-2.318,2.151,0.088,-384.399,-244.751,42.175
-2.084,2.297,1.290,-394.104,-251.038,59.631
-1.603,2.332,2.702,-398.743,-240.845,74.768
-1.255,2.200,3.967,-392.578,-222.473,71.289
-1.139,1.965,4.000,-353.149,-200.562,61.707
-0.974,1.717,4.000,-296.021,-183.228,62.866
-0.774,1.498,4.000,-247.925,-176.575,60.547
-0.503,1.356,4.000,-201.172,-173.767,59.143
-0.127,1.211,4.000,-159.485,-167.236,58.899
0.165,1.089,4.000,-128.784,-152.466,52.795
0.497,0.990,4.000,-101.135,-123.596,50.903
0.972,0.934,4.000,-70.618,-78.674,55.481
1.315,0.887,4.000,-34.485,-29.114,54.810
1.533,0.849,4.000,-0.916,13.123,45.044
1.674,0.856,4.000,29.541,46.326,27.710
1.663,0.844,4.000,67.261,70.801,5.554
1.489,0.825,4.000,107.727,86.975,-17.456
1.198,0.813,4.000,143.982,95.032,-39.368
0.881,0.803,4.000,174.927,96.863,-57.556
0.493,0.800,4.000,202.759,94.299,-71.411
0.098,0.769,3.735,224.243,93.323,-81.482
-0.299,0.766,3.305,233.948,102.478,-88.501
-0.674,0.772,2.943,239.014,130.615,-90.698
-0.930,0.762,2.706,245.911,168.274,-83.313
-1.121,0.797,2.417,252.808,190.430,-75.745
-1.296,0.835,2.080,261.414,195.190,-71.716
-1.466,0.858,1.730,272.156,190.491,-69.153
-1.585,0.897,1.310,282.593,180.969,-62.256
-1.612,0.913,0.843,293.396,172.424,-49.927
-1.593,0.934,0.376,300.293,163.940,-36.682
-1.597,0.885,-0.100,295.288,148.254,-26.672
-1.598,0.839,-0.543,276.001,130.798,-21.118
-1.528,0.828,-0.916,248.718,128.479,-8.301
-1.302,0.751,-1.150,225.098,150.879,19.775
-1.049,0.713,-1.416,208.313,186.157,45.837
-0.782,0.755,-1.696,192.505,212.830,57.556
-0.529,0.729,-1.911,177.368,216.309,62.500
-0.344,0.771,-2.083,161.621,198.242,57.312
-0.203,0.780,-2.259,146.973,161.255,44.861
-0.144,0.739,-2.493,132.141,113.220,26.611
-0.100,0.693,-2.658,110.535,71.106,10.193
-0.065,0.689,-2.774,77.576,43.152,-1.221
-0.132,0.678,-2.835,41.626,25.513,-9.277
-0.202,0.690,-2.888,9.338,8.667,-13.123
-0.262,0.728,-3.004,-18.677,-14.160,-14.771
-0.393,0.746,-3.176,-42.236,-42.297,-16.174
-0.520,0.762,-3.342,-65.491,-69.214,-17.273
-0.761,0.903,-3.455,-120.789,-129.761,-15.259
-0.929,0.973,-3.620,-144.226,-167.847,-13.794
-1.024,1.112,-3.729,-176.636,-186.951,-8.545
-1.154,1.293,-3.598,-223.694,-189.392,-2.991
-1.416,1.495,-3.094,-277.466,-188.049,-2.258
-1.694,1.685,-2.408,-321.289,-188.782,-2.014
-1.988,1.862,-1.663,-343.994,-195.312,5.005
-2.235,2.032,-0.826,-360.107,-220.154,12.756
-2.372,2.142,0.194,-375.793,-254.272,18.127
-2.307,2.213,1.486,-390.808,-274.170,25.208
-2.108,2.180,3.022,-399.902,-268.799,31.616
-1.817,1.983,4.000,-395.325,-250.488,33.508
-1.541,1.779,4.000,-362.000,-230.530,36.072
-1.335,1.536,4.000,-299.744,-219.788,40.649
-1.128,1.286,4.000,-243.042,-214.233,44.434
-0.677,1.102,4.000,-199.219,-196.777,50.598
-0.120,0.990,4.000,-158.142,-158.691,58.105
0.338,0.895,4.000,-113.586,-120.056,60.181
0.738,0.801,4.000,-72.327,-90.393,56.763
1.144,0.780,4.000,-42.236,-58.350,52.734
1.396,0.774,4.000,-14.465,-20.386,44.373
1.490,0.745,4.000,13.794,12.756,31.006
1.477,0.730,4.000,38.025,38.330,13.428
1.453,0.740,4.000,60.852,60.181,-5.249
1.312,0.744,4.000,91.125,79.407,-22.644
1.109,0.725,4.000,123.291,89.478,-40.771
0.800,0.705,4.000,150.208,88.684,-60.181
0.405,0.659,4.000,171.570,87.158,-75.623
0.052,0.624,3.820,186.462,99.487,-84.839
-0.204,0.614,3.490,197.998,128.906,-88.257
-0.405,0.647,3.170,210.266,161.011,-86.487
-0.694,0.631,2.852,222.107,183.289,-87.830
-0.979,0.661,2.522,229.248,198.120,-91.309
-1.264,0.672,2.140,239.563,209.167,-89.783
-1.509,0.689,1.761,250.122,215.515,-83.984
-1.724,0.708,1.366,257.324,215.515,-73.853
-1.862,0.706,0.988,266.235,213.684,-57.983
-1.836,0.706,0.593,271.118,206.909,-41.260
-1.825,0.701,0.081,269.714,180.847,-31.982
-1.770,0.668,-0.379,260.498,140.808,-25.391
-1.747,0.698,-0.909,243.774,111.389,-12.634
-1.650,0.590,-1.381,232.056,120.483,15.686
-1.245,0.559,-1.683,215.637,159.973,50.903
-0.731,0.626,-1.866,187.866,192.322,72.632
-0.385,0.672,-1.986,168.396,195.618,74.341
-0.260,0.708,-2.110,154.175,172.119,59.692
-0.198,0.682,-2.267,139.648,132.324,39.612
-0.168,0.658,-2.517,125.732,90.149,22.583
-0.223,0.618,-2.823,108.765,57.068,9.216
-0.269,0.569,-3.032,80.933,36.682,0.244
-0.276,0.575,-3.165,42.419,23.437,-2.747
-0.311,0.586,-3.246,5.493,8.484,-2.625
-0.392,0.595,-3.330,-26.550,-13.489,-3.174
-0.515,0.631,-3.369,-56.763,-38.574,-2.686
-0.571,0.679,-3.375,-84.961,-66.650,2.197
-0.586,0.746,-3.365,-113.586,-99.426,7.874
-0.709,0.845,-3.344,-143.555,-134.888,10.071
-0.844,0.946,-3.335,-174.500,-167.419,10.864
-1.032,1.081,-3.291,-205.261,-192.810,8.545
-1.300,1.229,-3.287,-238.159,-210.937,4.395
-1.724,1.473,-3.149,-273.499,-215.820,2.380
-2.147,1.749,-2.612,-316.101,-212.952,7.324
-2.558,2.026,-1.796,-356.873,-217.041,18.555
-2.742,2.271,-0.703,-389.832,-223.389,35.522
-2.692,2.500,0.762,-418.091,-224.060,59.387
-2.287,2.579,2.422,-431.030,-225.525,82.520
-1.720,2.501,3.995,-417.114,-226.074,97.290
-1.173,2.178,4.000,-381.653,-212.402,96.497
-0.822,1.880,4.000,-330.017,-187.988,90.576
-0.392,1.621,4.000,-268.066,-166.626,87.585
-0.084,1.432,4.000,-213.379,-158.264,79.590
0.183,1.259,4.000,-161.194,-159.424,68.420
0.714,1.174,4.000,-113.342,-147.217,65.674
1.349,1.119,4.000,-72.205,-119.507,61.951
1.631,1.065,4.000,-24.231,-95.276,48.645
1.720,0.973,4.000,21.729,-71.838,31.982
1.714,0.919,4.000,53.711,-38.208,15.381
1.610,0.924,4.000,79.834,6.897,0.366
1.409,0.901,4.000,108.765,49.438,-13.977
1.066,0.864,4.000,141.724,73.730,-29.297
0.652,0.800,4.000,172.974,83.374,-41.992
0.271,0.730,4.000,192.688,90.393,-53.833
-0.129,0.695,3.930,208.801,103.821,-63.904
-0.436,0.702,3.529,225.037,129.883,-69.336
-0.686,0.690,3.119,234.924,163.269,-65.979
-0.907,0.673,2.729,244.751,188.843,-59.998
-1.043,0.685,2.367,250.122,205.505,-58.655
-1.269,0.715,1.902,253.845,222.351,-61.096
-1.504,0.718,1.454,257.874,243.164,-57.251
-1.680,0.741,1.061,259.521,260.071,-45.898
-1.736,0.738,0.740,261.719,265.625,-31.067
-1.703,0.740,0.393,263.306,254.395,-20.203
-1.661,0.722,0.016,259.827,225.098,-17.151
-1.536,0.729,-0.350,250.122,180.481,-17.700
-1.338,0.840,-0.776,237.549,138.428,-10.986
-1.193,0.754,-1.266,235.657,121.765,12.207
-1.024,0.753,-1.806,234.619,130.371,35.461
-0.821,0.764,-2.216,214.722,141.418,46.570
-0.626,0.759,-2.492,188.599,141.235,51.514
-0.519,0.732,-2.622,159.180,127.502,47.180
-0.403,0.711,-2.630,128.540,107.544,38.757
-0.252,0.708,-2.634,101.990,86.487,31.433
-0.134,0.728,-2.676,83.740,65.674,24.536
-0.095,0.741,-2.779,68.848,36.987,13.794
-0.265,0.789,-3.114,55.176,-4.089,1.465
-0.435,0.861,-3.544,41.504,-48.401,-4.700
-0.484,0.855,-3.901,10.376,-88.501,-8.362
-0.554,0.865,-4.000,-41.260,-119.385,-15.076
-0.665,0.888,-4.000,-95.276,-131.775,-21.606
-0.822,0.901,-4.000,-147.522,-134.460,-22.400
-1.137,1.013,-4.000,-193.970,-138.306,-19.165
-1.469,1.228,-4.000,-232.117,-154.297,-8.667
-1.746,1.493,-3.769,-267.639,-190.796,3.906
-1.948,1.805,-3.319,-307.800,-230.713,15.259
-2.098,2.150,-2.564,-352.722,-256.653,23.132
-2.219,2.412,-1.570,-395.813,-264.404,25.574
-2.313,2.627,-0.237,-434.387,-256.165,28.259
-2.381,2.771,1.401,-461.304,-241.272,34.912
-2.229,2.739,3.231,-463.379,-228.943,48.157
-1.402,2.223,4.000,-376.831,-224.609,65.430
-1.233,1.921,4.000,-304.810,-231.750,59.082
-0.990,1.669,4.000,-240.234,-241.882,54.016
-0.723,1.432,4.000,-193.115,-240.234,47.852
-0.515,1.268,4.000,-159.607,-219.055,40.466
-0.230,1.151,4.000,-131.470,-182.495,38.574
0.178,1.103,4.000,-98.145,-135.925,46.997
0.635,1.032,4.000,-62.195,-92.346,53.223
0.957,0.993,4.000,-34.424,-53.589,49.744
1.185,0.941,4.000,-6.592,-14.526,40.833
1.368,0.953,4.000,28.503,23.560,28.870
1.484,0.948,4.000,65.674,53.955,13.367
1.391,0.911,4.000,101.074,72.449,-7.812
1.120,0.882,4.000,133.545,84.717,-30.029
0.766,0.862,4.000,160.278,89.966,-49.683
0.340,0.776,4.000,180.359,94.116,-65.063
-0.086,0.734,4.000,194.641,107.971,-77.820
-0.484,0.712,3.689,203.369,129.761,-85.510
-0.748,0.725,3.352,213.989,157.288,-85.632
-0.953,0.730,3.001,228.516,182.190,-83.557
-1.162,0.756,2.632,241.760,196.472,-81.787
-1.287,0.794,2.253,253.235,204.712,-78.735
-1.416,0.860,1.776,268.616,203.918,-73.547
-1.515,0.914,1.263,284.912,196.838,-65.552
-1.597,0.920,0.754,296.814,185.608,-52.307
-1.609,0.938,0.260,303.284,172.058,-35.767
-1.638,0.884,-0.238,301.392,156.311,-25.757
-1.586,0.849,-0.666,287.109,142.212,-21.912
-1.511,0.818,-1.034,264.221,128.052,-14.221
-1.405,0.847,-1.345,240.906,118.164,3.113
-1.132,0.773,-1.491,225.891,125.671,35.950
-0.777,0.899,-1.639,210.815,139.465,60.852
-0.464,0.905,-1.864,199.341,139.343,70.190
-0.240,0.890,-2.144,193.848,123.047,68.115
-0.080,0.838,-2.488,183.899,99.365,53.894
-0.134,0.775,-2.959,165.588,74.463,30.151
-0.267,0.703,-3.462,137.878,61.584,9.888
-0.202,0.672,-3.809,94.604,63.965,1.404
-0.205,0.717,-4.000,40.039,59.204,-4.333
-0.299,0.745,-4.000,-10.254,32.776,-6.409
-0.468,0.771,-4.000,-58.838,-12.695,-6.287
-0.641,0.815,-3.854,-105.042,-68.970,-5.371
-0.716,0.879,-3.553,-143.311,-119.690,-1.099
-0.722,0.953,-3.297,-175.354,-150.269,2.869
-0.779,1.065,-3.112,-206.116,-157.654,3.845
-0.896,1.194,-2.989,-236.328,-152.283,2.625
-1.173,1.340,-2.915,-266.907,-153.259,-0.671
-1.599,1.525,-2.634,-303.528,-161.560,-0.549
-1.998,1.784,-2.170,-342.285,-177.979,6.104
-2.296,2.044,-1.479,-371.399,-200.073,19.592
-2.403,2.298,-0.600,-400.208,-218.323,34.119
-2.429,2.447,0.552,-428.833,-234.314,44.556
-2.281,2.569,1.826,-443.542,-243.713,50.659
-1.971,2.526,3.143,-438.782,-239.502,61.096
-1.734,2.419,3.996,-408.997,-225.586,68.054
-1.652,2.181,4.000,-355.286,-213.196,73.059
-1.237,2.023,4.000,-312.378,-198.669,83.557
-0.732,1.899,4.000,-283.691,-165.527,93.506
-0.103,1.756,4.000,-243.958,-115.662,100.647
0.596,1.655,4.000,-199.951,-73.608,104.675
1.268,1.609,4.000,-150.574,-53.406,96.802
1.825,1.563,4.000,-92.773,-42.603,80.444
2.193,1.487,4.000,-37.598,-23.926,59.326
2.391,1.452,4.000,9.033,6.409,31.921
2.362,1.429,4.000,52.612,31.372,0.183
2.129,1.400,4.000,94.177,47.974,-30.151
1.703,1.344,4.000,131.958,63.354,-57.129
1.163,1.254,4.000,163.330,81.116,-81.055
0.592,1.137,4.000,186.096,97.778,-99.609
0.032,1.059,4.000,204.041,110.413,-113.098
-0.436,1.002,3.656,217.590,125.793,-122.070
-0.839,0.899,3.282,226.929,150.696,-119.568
-1.104,0.851,2.974,231.262,181.702,-112.000
-1.246,0.818,2.685,236.145,209.839,-102.173
-1.358,0.813,2.387,245.056,225.525,-93.628
-1.432,0.829,2.095,254.272,228.882,-88.501
-1.523,0.829,1.852,261.536,221.802,-86.243
-1.556,0.883,1.602,269.653,207.031,-83.252
-1.633,0.908,1.238,280.762,185.486,-78.613
-1.688,0.935,0.789,293.335,161.926,-71.716
-1.751,0.922,0.269,300.415,145.508,-59.875
-1.650,0.898,-0.191,296.814,145.630,-42.786
-1.492,0.864,-0.538,282.959,152.161,-23.621
-1.327,0.860,-0.787,264.465,154.846,-6.470
-1.099,0.839,-0.969,250.000,162.659,13.489
-0.888,0.889,-1.186,240.967,173.462,32.104
-0.695,0.917,-1.346,235.657,177.612,45.898
-0.511,0.945,-1.603,232.178,167.786,52.856
-0.384,0.964,-2.060,232.727,141.174,44.617
-0.363,0.975,-2.642,226.868,108.459,28.320
-0.438,0.926,-3.277,204.346,88.562,10.132
-0.528,0.844,-3.767,160.889,87.585,-1.587
-0.541,0.802,-3.984,100.464,80.444,-6.653
-0.539,0.802,-4.000,38.818,39.246,-13.245
-0.636,0.812,-4.000,-2.686,-31.494,-21.240
-0.754,0.869,-4.000,-35.522,-116.760,-27.710
-0.806,0.856,-4.000,-80.078,-182.312,-30.396
-0.883,0.985,-4.000,-136.597,-198.059,-28.198
-1.007,1.127,-4.000,-195.923,-176.575,-16.052
-1.165,1.315,-4.000,-248.230,-156.860,-0.244
-1.363,1.556,-3.654,-294.739,-156.921,12.756
-1.590,1.845,-3.077,-336.060,-172.058,21.729
-1.845,2.134,-2.295,-374.207,-192.688,28.076
-2.129,2.339,-1.358,-408.447,-216.187,30.518
-2.305,2.473,-0.267,-434.875,-229.492,35.339
-2.219,2.502,1.101,-453.857,-224.792,45.166
-2.122,2.510,2.437,-462.708,-212.769,51.636
-2.078,2.296,3.603,-440.613,-200.745,56.946
-1.663,2.123,4.000,-398.987,-189.697,72.998
-1.162,1.949,4.000,-351.440,-189.331,88.623
-0.815,1.757,4.000,-292.297,-195.068,91.858
-0.368,1.550,4.000,-248.535,-190.918,92.651
0.084,1.411,4.000,-214.233,-174.805,91.003
0.399,1.294,4.000,-160.034,-160.950,85.205
0.773,1.148,4.000,-105.957,-151.001,77.393
1.121,1.097,4.000,-65.857,-128.601,65.613
1.358,1.023,4.000,-27.710,-92.590,55.298
1.624,0.987,4.000,1.282,-48.828,43.884
1.783,0.974,4.000,26.062,-3.113,28.748
1.791,0.925,4.000,76.477,70.496,-12.146
1.579,0.903,4.000,105.042,90.942,-35.461
1.300,0.886,4.000,136.719,93.506,-60.425
0.882,0.857,4.000,166.565,86.731,-82.581
0.334,0.773,3.986,189.636,92.102,-98.328
-0.142,0.661,3.641,197.632,115.601,-105.652
-0.404,0.687,3.368,205.627,147.034,-107.971
-0.731,0.658,3.003,218.201,174.255,-105.469
-1.077,0.645,2.653,230.835,200.623,-104.553
-1.342,0.676,2.322,237.915,226.013,-100.708
-1.539,0.708,1.936,248.901,241.760,-90.820
-1.678,0.762,1.515,263.489,246.704,-76.843
-1.786,0.769,1.092,278.015,239.014,-59.265
-1.810,0.784,0.680,289.978,215.088,-43.152
-1.759,0.741,0.235,291.870,177.429,-35.767
-1.604,0.722,-0.154,281.250,131.226,-37.781
-1.366,0.801,-0.481,264.099,80.383,-38.452
-1.136,0.957,-0.922,253.479,40.955,-22.339
-1.021,0.866,-1.493,255.371,45.593,9.033
-0.712,0.903,-1.882,246.277,89.539,33.203
-0.404,0.898,-2.079,218.140,129.761,42.725
-0.204,0.858,-2.166,195.068,144.653,42.053
-0.136,0.819,-2.196,174.988,132.812,30.701
-0.108,0.774,-2.285,156.189,107.666,15.076
-0.052,0.767,-2.530,139.771,80.750,3.479
-0.138,0.722,-2.834,123.352,52.673,-5.737
-0.226,0.689,-3.057,95.886,22.949,-14.038
-0.280,0.671,-3.208,58.167,-1.831,-17.273
-0.305,0.688,-3.379,22.522,-23.743,-15.625
-0.358,0.709,-3.553,-10.437,-50.659,-13.062
-0.360,0.775,-3.664,-46.387,-79.407,-10.254
-0.380,0.866,-3.788,-86.487,-106.201,-8.423
-0.468,0.949,-3.833,-128.845,-129.883,-6.836
-0.616,1.074,-3.774,-174.316,-153.870,-6.592
-0.838,1.255,-3.642,-217.346,-174.866,-6.531
-1.044,1.438,-3.469,-257.751,-189.331,-5.981
-1.422,1.713,-3.134,-300.598,-196.655,-7.996
-1.845,1.954,-2.495,-347.595,-196.838,-8.484
-2.288,2.187,-1.643,-389.221,-197.876,-2.808
-2.557,2.343,-0.678,-416.077,-204.956,9.460
-2.626,2.517,0.345,-429.749,-219.055,26.123
-2.560,2.620,1.532,-439.026,-230.103,39.856
-2.478,2.634,2.856,-446.594,-237.610,46.875
-2.243,2.564,3.998,-437.134,-236.145,57.922
-1.974,2.323,4.000,-407.532,-218.628,71.045
-1.543,2.152,4.000,-364.441,-186.829,86.182
-0.908,1.996,4.000,-319.519,-150.146,102.295
-0.330,1.815,4.000,-271.362,-128.357,105.042
0.250,1.594,4.000,-217.896,-120.911,99.854
0.935,1.446,4.000,-167.664,-110.901,90.515
1.456,1.339,4.000,-112.549,-87.158,77.820
1.725,1.224,4.000,-58.777,-58.411,62.012
1.972,1.176,4.000,-23.376,-24.170,43.396
2.080,1.170,4.000,9.460,13.733,24.048
2.098,1.141,4.000,48.218,45.654,3.967
1.952,1.140,4.000,84.778,68.970,-17.395
1.663,1.113,4.000,123.901,81.116,-40.283
1.238,1.096,4.000,161.316,80.933,-64.575
0.701,1.053,4.000,192.871,79.651,-88.196
0.182,1.001,3.991,209.900,92.346,-104.370
-0.358,0.983,3.628,219.666,120.178,-112.427
-0.854,0.915,3.275,227.051,165.649,-112.305
-1.174,0.920,3.024,229.370,213.501,-106.445
-1.393,0.919,2.777,236.328,241.455,-100.464
-1.531,0.948,2.488,248.535,250.793,-95.215
-1.673,0.971,2.154,261.108,249.084,-91.919
-1.772,1.042,1.804,275.940,237.244,-89.111
-1.851,1.105,1.357,292.114,211.487,-82.336
-1.933,1.101,0.862,310.120,179.321,-69.458
-1.876,1.126,0.288,324.280,151.367,-54.993
-1.874,1.083,-0.422,326.172,126.526,-42.908
-1.784,1.042,-1.012,311.646,114.197,-31.189
-1.585,1.171,-1.515,283.264,117.615,-10.925
-1.337,1.111,-1.947,265.198,136.292,22.156
-0.965,1.165,-2.272,252.380,160.889,48.401
-0.704,1.173,-2.453,226.257,159.363,51.758
-0.503,1.049,-2.489,203.735,133.606,50.781
-0.353,0.974,-2.515,184.204,90.759,42.419
-0.200,0.909,-2.704,170.898,44.495,30.762
-0.205,0.843,-3.284,159.912,6.592,13.245
-0.209,0.807,-3.991,142.761,-11.353,2.319
-0.105,0.762,-4.000,98.511,-18.372,-4.028
-0.113,0.787,-4.000,25.146,-30.334,-10.620
-0.189,0.825,-4.000,-46.875,-46.082,-11.658
-0.248,0.814,-4.000,-103.577,-72.021,-6.714
-0.290,0.845,-3.980,-151.550,-107.910,-2.075
-0.303,0.945,-3.561,-192.627,-137.268,1.648
-0.385,1.059,-3.190,-225.464,-153.503,2.808
-0.605,1.191,-2.833,-258.118,-163.025,-1.160
-0.938,1.331,-2.412,-289.062,-168.091,-5.981
-1.276,1.497,-1.973,-317.322,-166.687,-7.324
-1.706,1.650,-1.447,-341.125,-170.654,-7.629
-2.094,1.768,-0.880,-361.694,-181.274,-5.371
-2.389,1.953,-0.065,-386.719,-191.528,3.052
-2.532,2.026,0.977,-409.119,-206.055,15.564
-2.545,2.144,2.012,-414.551,-224.609,29.114
-2.318,2.157,3.001,-398.926,-236.816,47.974
-2.008,2.095,3.687,-368.896,-243.591,64.697
-1.810,1.953,4.000,-330.078,-242.004,70.435
-1.421,1.799,4.000,-301.392,-216.675,77.454
-0.888,1.760,4.000,-274.109,-171.753,89.294
-0.333,1.657,4.000,-235.962,-129.028,96.924
0.270,1.546,4.000,-201.965,-99.670,95.215
0.855,1.491,4.000,-162.842,-83.862,87.402
1.279,1.394,4.000,-106.934,-78.186,77.576
1.505,1.280,4.000,-55.359,-75.623,59.082
1.665,1.219,4.000,-19.104,-54.321,39.307
1.879,1.210,4.000,8.667,-12.939,23.621
1.913,1.209,4.000,46.204,23.193,5.554
1.771,1.168,4.000,89.172,45.776,-15.747
1.513,1.128,4.000,126.648,61.462,-38.757
1.150,1.074,4.000,159.546,71.777,-60.486
0.691,1.007,4.000,186.768,78.735,-82.703
0.222,0.982,4.000,204.895,93.628,-100.708
-0.288,0.925,3.815,214.783,123.413,-109.680
-0.659,0.882,3.529,221.069,163.635,-108.948
-0.967,0.881,3.225,230.408,196.777,-106.262
-1.223,0.888,2.874,242.615,216.492,-104.980
-1.481,0.903,2.513,253.235,224.304,-104.370
-1.867,0.991,1.769,277.649,210.632,-93.384
-2.004,1.005,1.253,298.035,193.787,-78.003
-2.114,0.956,0.710,313.782,172.424,-58.411
-2.092,0.911,0.235,316.223,150.269,-43.335
-1.909,0.871,-0.177,311.523,134.766,-33.752
-1.648,0.923,-0.565,299.011,121.704,-23.743
-1.375,1.055,-0.941,282.410,113.708,-2.747
-1.112,0.921,-1.268,278.320,124.817,33.630
-0.887,1.020,-1.608,270.996,148.926,51.453
-0.682,0.989,-1.850,252.075,164.856,62.195
-0.426,1.021,-2.064,237.061,162.659,68.237
-0.288,1.020,-2.471,222.839,135.864,59.509
-0.283,0.939,-2.932,209.412,99.976,41.870
-0.280,0.848,-3.321,182.495,75.623,27.100
-0.331,0.818,-3.723,143.616,63.354,16.174
-0.323,0.777,-3.996,97.229,52.673,10.010
-0.237,0.761,-4.000,40.161,27.466,3.601
-0.202,0.798,-4.000,-13.916,-16.357,-4.456
-0.201,0.829,-3.939,-58.105,-63.843,-8.423
-0.187,0.865,-3.771,-99.670,-106.567,-11.230
-0.249,0.891,-3.512,-142.944,-139.709,-12.695
-0.297,0.965,-3.174,-184.082,-159.119,-11.963
-0.368,1.067,-2.898,-213.257,-168.518,-9.338
-0.534,1.163,-2.818,-232.361,-169.312,-10.071
-0.953,1.294,-2.788,-259.888,-164.368,-16.602
-1.432,1.471,-2.651,-294.922,-161.438,-20.447
-1.875,1.685,-2.224,-331.116,-168.579,-14.648
-2.273,1.918,-1.517,-365.845,-181.152,-3.174
-2.638,2.109,-0.594,-392.517,-199.890,12.329
-2.732,2.251,0.547,-412.170,-221.741,27.039
-2.700,2.357,1.533,-418.701,-235.596,41.199
-2.637,2.311,2.311,-405.701,-238.464,52.917
-2.552,2.213,3.050,-388.062,-233.582,64.087
-2.265,2.192,3.882,-375.122,-226.440,77.637
-1.815,2.131,4.000,-358.032,-215.332,91.553
-1.093,1.951,4.000,-331.238,-193.665,105.103
-0.427,1.805,4.000,-290.161,-166.199,112.793
0.194,1.605,4.000,-228.210,-147.034,111.328
0.697,1.409,4.000,-166.199,-141.724,96.985
1.068,1.286,4.000,-110.901,-134.521,74.158
1.339,1.162,4.000,-60.181,-117.065,52.368
1.539,1.076,4.000,-16.724,-87.097,31.433
1.686,1.074,4.000,15.808,-46.936,13.611
1.752,1.103,4.000,46.387,-7.996,-1.160
1.745,1.105,4.000,76.538,26.001,-15.991
1.631,1.117,4.000,105.652,55.359,-31.799
1.376,1.083,4.000,137.207,70.618,-50.964
0.998,1.042,4.000,166.077,72.449,-71.228
0.546,0.952,4.000,189.331,70.557,-90.088
0.110,0.892,3.951,205.078,83.191,-104.187
-0.406,0.822,3.551,214.417,110.962,-111.267
-0.855,0.758,3.322,218.323,146.606,-108.582
-1.163,0.738,3.093,220.154,177.917,-103.149
-1.475,0.687,2.818,229.736,201.111,-95.337
-1.699,0.689,2.580,236.023,221.375,-86.670
-1.851,0.738,2.338,239.929,238.159,-76.904
-1.972,0.786,2.011,253.784,244.080,-65.247
-2.013,0.845,1.649,273.071,238.525,-49.500
-2.015,0.864,1.335,294.312,224.060,-29.663
-1.949,0.929,0.931,309.509,197.998,-17.700
-1.905,0.960,0.381,318.665,163.269,-16.113
-1.747,1.003,-0.070,319.275,128.296,-16.846
-1.587,1.104,-0.542,306.213,96.008,-10.132
-1.475,1.104,-1.050,293.152,94.299,16.846
-1.167,1.039,-1.390,284.912,140.442,53.650
-0.864,1.124,-1.671,263.062,188.782,73.303
-0.565,1.135,-1.901,243.408,208.252,83.801
-0.328,1.147,-2.171,234.314,190.247,83.313
-0.162,1.112,-2.481,225.525,141.907,69.214
-0.144,1.111,-2.928,209.839,88.074,46.143
-0.141,1.021,-3.343,188.843,52.917,27.832
-0.054,0.986,-3.730,154.114,36.438,15.686
-0.107,0.951,-4.000,105.408,20.691,5.249
-0.050,0.971,-4.000,47.058,-1.221,-1.526
-0.047,1.048,-4.000,-13.489,-36.072,-5.188
-0.136,1.058,-4.000,-65.735,-78.308,-9.155
-0.192,1.084,-4.000,-120.728,-112.000,-17.212
-0.310,1.203,-3.992,-178.894,-134.216,-25.391
-0.491,1.318,-3.614,-226.868,-139.771,-28.687
-0.713,1.448,-3.325,-261.292,-138.123,-27.222
-1.053,1.597,-3.064,-286.987,-147.339,-23.621
-1.356,1.738,-2.726,-318.542,-167.908,-19.287
-1.666,1.959,-2.226,-352.417,-188.843,-13.611
-2.103,2.149,-1.509,-384.583,-198.975,-8.484
-2.511,2.323,-0.531,-412.842,-199.524,-1.587
-2.760,2.375,0.720,-435.730,-201.111,13.123
-2.776,2.387,2.227,-452.393,-210.083,28.076
-2.489,2.342,3.759,-447.021,-222.961,40.955
-2.128,2.106,4.000,-411.194,-233.093,57.556
-1.746,1.719,4.000,-347.351,-234.863,68.909
-1.316,1.508,4.000,-288.757,-227.905,76.355
-0.818,1.345,4.000,-256.897,-212.769,84.595
-0.482,1.190,4.000,-228.394,-192.810,89.111
0.002,1.082,4.000,-193.909,-168.640,93.201
